name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Providencia sp. WCHPr000369	2027290	S	23	54	77	0.00001
Providencia sneebia	516075	S	17	1	18	0.00000
Morganella morganii	582	S	190	107	297	0.00005
Proteus mirabilis	584	S	134	551	685	0.00012
Proteus vulgaris	585	S	39	4	43	0.00001
Xenorhabdus nematophila	628	S	57	12	69	0.00001
Xenorhabdus bovienii	40576	S	41	10	51	0.00001
Xenorhabdus doucetiae	351671	S	23	3	26	0.00000
Xenorhabdus hominickii	351679	S	19	7	26	0.00000
Xenorhabdus poinarii	40577	S	17	4	21	0.00000
Photorhabdus asymbiotica	291112	S	73	17	90	0.00002
Photorhabdus thracensis	230089	S	35	23	58	0.00001
Candidatus Arsenophonus lipoptenae	634113	S	17	1	18	0.00000
Edwardsiella hoshinae	93378	S	68	28	96	0.00002
Edwardsiella ictaluri	67780	S	53	67	120	0.00002
Edwardsiella tarda	636	S	47	314	361	0.00007
Hafnia alvei	569	S	77	26	103	0.00002
Hafnia sp. CBA7124	1848580	S	17	17	34	0.00001
Obesumbacterium proteus	82983	S	49	30	79	0.00001
Plesiomonas shigelloides	703	S	150	49	199	0.00004
Leminorella richardii	158841	S	75	9	84	0.00002
Pragia fontium	82985	S	39	4	43	0.00001
Thioalkalivibrio sulfidiphilus	1033854	S	651	700	1351	0.00025
Thioalkalivibrio versutus	106634	S	453	58	511	0.00009
Thioalkalivibrio paradoxus	108010	S	413	163	576	0.00011
Thioalkalivibrio nitratireducens	186931	S	394	140	534	0.00010
Thioalkalivibrio sp. K90mix	396595	S	364	59	423	0.00008
Acidihalobacter prosperus	160660	S	1038	132	1170	0.00021
Acidihalobacter ferrooxidans	1765967	S	569	66	635	0.00012
Alkalilimnicola ehrlichii	351052	S	721	101	822	0.00015
Halorhodospira halophila	1053	S	449	42	491	0.00009
Halorhodospira halochloris	1052	S	123	4	127	0.00002
Spiribacter curvatus	1335757	S	278	13	291	0.00005
Spiribacter salinus	1335746	S	242	20	262	0.00005
Ectothiorhodospira sp. BSL-9	1442136	S	500	58	558	0.00010
Woeseia oceani	1548547	S	5943	120	6063	0.00111
Marichromatium purpuratum	37487	S	765	218	983	0.00018
Chromatiaceae bacterium 2141T.STBD.0c.01a	1978339	S	692	30	722	0.00013
Thioflavicoccus mobilis	80679	S	652	90	742	0.00014
Candidatus Thiodictyon syntrophicum	1166950	S	595	38	633	0.00012
Allochromatium vinosum	1049	S	528	129	657	0.00012
Thiocystis violascens	73141	S	448	45	493	0.00009
Nitrosococcus oceani	1229	S	180	57	237	0.00004
Nitrosococcus watsonii	473531	S	64	21	85	0.00002
Nitrosococcus halophilus	133539	S	51	2	53	0.00001
Candidatus Nitrosoglobus terrae	1630141	S	13	1	14	0.00000
Wenzhouxiangella marina	1579979	S	1244	88	1332	0.00024
Granulosicoccus antarcticus	437505	S	426	5	431	0.00008
Halothiobacillus sp. LS2	1860122	S	260	17	277	0.00005
Halothiobacillus neapolitanus	927	S	143	15	158	0.00003
Halomonas sp. JS92-SW72	2306583	S	1055	183	1238	0.00023
Halomonas beimenensis	475662	S	772	108	880	0.00016
Halomonas elongata	2746	S	714	59	773	0.00014
Halomonas subglaciescola	29571	S	518	47	565	0.00010
Halomonas sp. SF2003	2136172	S	501	278	779	0.00014
Halomonas aestuarii	1897729	S	491	66	557	0.00010
Halomonas sp. 1513	1883416	S	471	53	524	0.00010
Halomonas huangheensis	1178482	S	378	23	401	0.00007
Halomonas chromatireducens	507626	S	341	21	362	0.00007
Halomonas hydrothermalis	115561	S	333	69	402	0.00007
Halomonas sp. A3H3	1346287	S	181	42	223	0.00004
Halomonas sp. KO116	1504981	S	151	100	251	0.00005
Halomonas sp. GT	1971364	S	119	39	158	0.00003
Halomonas sp. GFAJ-1	1118153	S	107	19	126	0.00002
Halomonas sp. HL-93	1666906	S	76	601	677	0.00012
Halomonas sp. hl-4	1761789	S	61	470	531	0.00010
Halomonas campaniensis	213554	S	47	32	79	0.00001
Halomonas sp. N3-2A	2014541	S	38	30	68	0.00001
Kushneria konosiri	698828	S	271	37	308	0.00006
Kushneria marisflavi	157779	S	236	31	267	0.00005
Salinicola tamaricis	1771309	S	518	68	586	0.00011
Chromohalobacter salexigens	158080	S	418	55	473	0.00009
Cobetia marina	28258	S	317	182	499	0.00009
Halotalea alkalilenta	376489	S	235	77	312	0.00006
Zymobacter palmae	33074	S	130	29	159	0.00003
Alcanivorax pacificus	1306787	S	536	178	714	0.00013
Alcanivorax xenomutans	1094342	S	428	133	561	0.00010
Alcanivorax sp. N3-2A	2014542	S	383	497	880	0.00016
Alcanivorax dieselolei	285091	S	237	29	266	0.00005
Alcanivorax sp. NBRC 101098	1113728	S	104	441	545	0.00010
Alcanivorax borkumensis	59754	S	52	212	264	0.00005
Ketobacter alkanivorans	1917421	S	215	82	297	0.00005
Thalassolituus oleivorans	187493	S	847	390	1237	0.00023
Marinomonas mediterranea	119864	S	147	45	192	0.00004
Marinomonas posidonica	936476	S	129	56	185	0.00003
Marinomonas primoryensis	178399	S	118	41	159	0.00003
Marinomonas sp. MWYL1	400668	S	88	28	116	0.00002
Marinobacterium aestuarii	1821621	S	597	58	655	0.00012
Bacterioplanes sanyensis	1249553	S	236	19	255	0.00005
Oleispira antarctica	188908	S	129	6	135	0.00002
Kangiella geojedonensis	914150	S	511	60	571	0.00010
Kangiella sediminilitoris	1144748	S	174	16	190	0.00003
Kangiella profundi	1561924	S	152	47	199	0.00004
Kangiella koreensis	261964	S	105	22	127	0.00002
Saccharospirillum mangrovi	2161747	S	329	44	373	0.00007
Reinekea forsetii	1336806	S	255	18	273	0.00005
Gynuella sunshinyii	1445505	S	153	7	160	0.00003
Hahella chejuensis	158327	S	301	15	316	0.00006
Oleiphilus messinensis	141451	S	157	47	204	0.00004
Endozoicomonas montiporae	1027273	S	136	7	143	0.00003
Halioglobus pacificus	930806	S	2699	272	2971	0.00054
Halioglobus japonicus	930805	S	1061	100	1161	0.00021
Congregibacter litoralis	393662	S	1445	1100	2545	0.00046
Saccharophagus degradans	86304	S	1448	88	1536	0.00028
Simiduia agarivorans	447471	S	909	48	957	0.00017
Cellvibrio japonicus	155077	S	230	36	266	0.00005
Cellvibrio sp. PSBB006	1987723	S	183	16	199	0.00004
Cellvibrio sp. PSBB023	1945512	S	123	16	139	0.00003
Teredinibacter turnerae	2426	S	180	15	195	0.00004
Agarilytica rhodophyticola	1737490	S	100	4	104	0.00002
Microbulbifer aggregans	1769779	S	448	82	530	0.00010
Microbulbifer agarilyticus	260552	S	354	49	403	0.00007
Microbulbifer thermotolerans	252514	S	348	39	387	0.00007
Microbulbifer sp. A4B17	359370	S	190	36	226	0.00004
Spongiibacter sp. IMCC21906	1620392	S	468	161	629	0.00011
Zhongshania aliphaticivorans	1470434	S	430	31	461	0.00008
Oceanicoccus sagamiensis	716816	S	216	4	220	0.00004
Aeromonas hydrophila	644	S	348	577	925	0.00017
Aeromonas veronii	654	S	321	228	549	0.00010
Aeromonas schubertii	652	S	228	51	279	0.00005
Aeromonas salmonicida	645	S	176	140	316	0.00006
Aeromonas sp. CU5	2033033	S	130	39	169	0.00003
Aeromonas caviae	648	S	106	508	614	0.00011
Aeromonas sp. CA23	2033032	S	97	31	128	0.00002
Aeromonas media	651	S	89	136	225	0.00004
Aeromonas dhakensis	196024	S	50	62	112	0.00002
Aeromonas rivipollensis	948519	S	46	31	77	0.00001
Aeromonas sp. ASNIH4	1636609	S	31	137	168	0.00003
Aeromonas sp. ASNIH3	1636608	S	24	311	335	0.00006
Aeromonas sp. ASNIH1	1636606	S	16	218	234	0.00004
Aeromonas sp. ASNIH5	1758179	S	13	184	197	0.00004
Aeromonas aquatica	558964	S	11	40	51	0.00001
Aeromonas sp. ASNIH2	1636607	S	11	99	110	0.00002
Zobellella denitrificans	347534	S	415	167	582	0.00011
Oceanimonas sp. GK1	511062	S	208	94	302	0.00006
Oceanisphaera profunda	1416627	S	79	12	91	0.00002
Oceanisphaera avium	1903694	S	47	10	57	0.00001
Tolumonas auensis	43948	S	79	42	121	0.00002
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	653	40	693	0.00013
gamma proteobacterium HdN1	83406	S	140	16	156	0.00003
Gammaproteobacteria bacterium DM2	2169539	S	72	7	79	0.00001
Gammaproteobacteria bacterium ESL0073	2070539	S	68	8	76	0.00001
Thiohalobacter thiocyanaticus	585455	S	804	57	861	0.00016
Sedimenticola thiotaurini	1543721	S	312	12	324	0.00006
Pseudohongiella spirulinae	1249552	S	225	7	232	0.00004
Thiolapillus brandeum	1076588	S	210	5	215	0.00004
Gallaecimonas sp. HK-28	2291597	S	171	14	185	0.00003
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	S	52	15	67	0.00001
Candidatus Ruthia magnifica	386487	S	50	13	63	0.00001
Calyptogena okutanii thioautotrophic gill symbiont	410330	S	21	8	29	0.00001
Candidatus Thioglobus singularis	1427364	S	81	9	90	0.00002
Candidatus Thioglobus autotrophicus	1705394	S	46	12	58	0.00001
Candidatus Baumannia cicadellinicola	186490	S	34	2	36	0.00001
Methylomicrobium album	39775	S	365	31	396	0.00007
Methylomicrobium alcaliphilum	271065	S	244	19	263	0.00005
Methylomonas denitrificans	1538553	S	176	10	186	0.00003
Methylomonas methanica	421	S	150	7	157	0.00003
Methylomonas koyamae	702114	S	67	94	161	0.00003
Methylomonas sp. DH-1	1727196	S	64	85	149	0.00003
Methylococcus capsulatus	414	S	466	43	509	0.00009
Methylocaldum marinum	1432792	S	203	19	222	0.00004
Methylovulum psychrotolerans	1704499	S	116	2	118	0.00002
Methylophaga nitratireducenticrescens	754476	S	619	80	699	0.00013
Methylophaga frappieri	754477	S	338	450	788	0.00014
Cycloclasticus sp. PY97N	728003	S	34	73	107	0.00002
Cycloclasticus zancles	1329899	S	24	60	84	0.00002
Cycloclasticus sp. P1	385025	S	14	40	54	0.00001
Piscirickettsia salmonis	1238	S	154	15	169	0.00003
Thiomicrospira aerophila	92245	S	50	19	69	0.00001
Thiomicrospira cyclica	147268	S	29	5	34	0.00001
Hydrogenovibrio crunogenus	39765	S	57	6	63	0.00001
Francisella tularensis	263	S	46	33	79	0.00001
Francisella persica	954	S	46	4	50	0.00001
Francisella sp. FDC440	2007306	S	35	1	36	0.00001
Francisella sp. CA97-1460	1542390	S	24	2	26	0.00000
Francisella philomiragia	28110	S	19	43	62	0.00001
Francisella sp. FSC1006	1547445	S	19	2	21	0.00000
Francisella sp. TX077308	573569	S	18	11	29	0.00001
Francisella sp. TX077310	573570	S	11	1	12	0.00000
Allofrancisella guangzhouensis	594679	S	12	1	13	0.00000
Thioploca ingrica	40754	S	63	1	64	0.00001
Beggiatoa leptomitoformis	288004	S	54	0	54	0.00001
Haemophilus influenzae	727	S	107	120	227	0.00004
[Haemophilus] ducreyi	730	S	51	39	90	0.00002
Haemophilus haemolyticus	726	S	44	24	68	0.00001
Haemophilus parainfluenzae	729	S	37	22	59	0.00001
Haemophilus pittmaniae	249188	S	34	8	42	0.00001
Haemophilus sp. oral taxon 036	712310	S	17	10	27	0.00000
Actinobacillus porcitonsillarum	189834	S	174	137	311	0.00006
Actinobacillus pleuropneumoniae	715	S	21	33	54	0.00001
Actinobacillus succinogenes	67854	S	18	1	19	0.00000
Actinobacillus equuli	718	S	10	14	24	0.00000
Pasteurella multocida	747	S	78	274	352	0.00006
Pasteurella dagmatis	754	S	69	11	80	0.00001
Aggregatibacter actinomycetemcomitans	714	S	56	9	65	0.00001
Aggregatibacter aphrophilus	732	S	34	9	43	0.00001
Bibersteinia trehalosi	47735	S	83	71	154	0.00003
Mannheimia varigena	85404	S	43	38	81	0.00001
Mannheimia haemolytica	75985	S	26	13	39	0.00001
Histophilus somni	731	S	48	17	65	0.00001
Glaesserella parasuis	738	S	21	5	26	0.00000
Glaesserella sp. 15-184	2030797	S	21	7	28	0.00001
Gallibacterium anatis	750	S	40	12	52	0.00001
Pasteurellaceae bacterium NI1060	1679001	S	40	5	45	0.00001
Acidiferrobacter sp. SPIII_3	1281578	S	517	7	524	0.00010
Sulfurifustis variabilis	1675686	S	445	18	463	0.00008
Sulfuricaulis limicola	1620215	S	376	20	396	0.00007
Solimonas sp. K1W22B-7	2303331	S	610	42	652	0.00012
Steroidobacter denitrificans	465721	S	525	282	807	0.00015
Legionella pneumophila	446	S	98	49	147	0.00003
Legionella spiritensis	452	S	61	6	67	0.00001
Legionella oakridgensis	29423	S	57	6	63	0.00001
Legionella clemsonensis	1867846	S	46	10	56	0.00001
Legionella hackeliae	449	S	45	13	58	0.00001
Legionella sainthelensi	28087	S	45	24	69	0.00001
Legionella anisa	28082	S	32	4	36	0.00001
Legionella fallonii	96230	S	28	2	30	0.00001
Legionella longbeachae	450	S	17	2	19	0.00000
Legionella lansingensis	45067	S	17	0	17	0.00000
Legionella waltersii	66969	S	16	3	19	0.00000
Legionella endosymbiont of Polyplax serrata	2005262	S	16	1	17	0.00000
Tatlockia micdadei	451	S	99	6	105	0.00002
Fluoribacter dumoffii	463	S	69	10	79	0.00001
Coxiella burnetii	777	S	84	45	129	0.00002
Coxiella endosymbiont of Amblyomma americanum	325775	S	19	13	32	0.00001
Immundisolibacter cernigliae	1810504	S	628	145	773	0.00014
Salinisphaera sp. LB1	2183911	S	439	13	452	0.00008
Gilliamella apicola	1196095	S	26	6	32	0.00001
Frischella perrara	1267021	S	15	4	19	0.00000
Dichelobacter nodosus	870	S	19	9	28	0.00001
Burkholderia cenocepacia	95486	S	286	1177	1463	0.00027
Burkholderia ubonensis	101571	S	258	348	606	0.00011
Burkholderia cepacia	292	S	239	512	751	0.00014
Burkholderia multivorans	87883	S	189	183	372	0.00007
Burkholderia pyrrocinia	60550	S	142	145	287	0.00005
Burkholderia ambifaria	152480	S	128	156	284	0.00005
Burkholderia stagnalis	1503054	S	122	76	198	0.00004
Burkholderia contaminans	488447	S	102	103	205	0.00004
Burkholderia stabilis	95485	S	90	122	212	0.00004
Burkholderia territorii	1503055	S	78	72	150	0.00003
Burkholderia sp. MSMB0856	1637869	S	75	81	156	0.00003
Burkholderia sp. NRF60-BP8	1637853	S	74	77	151	0.00003
Burkholderia lata	482957	S	68	60	128	0.00002
[Pseudomonas] mesoacidophila	265293	S	62	48	110	0.00002
Burkholderia pseudomultivorans	1207504	S	62	127	189	0.00003
Burkholderia anthina	179879	S	57	59	116	0.00002
Burkholderia metallica	488729	S	55	47	102	0.00002
Burkholderia sp. LA-2-3-30-S1-D2	1637862	S	48	44	92	0.00002
Burkholderia diffusa	488732	S	36	33	69	0.00001
Burkholderia seminalis	488731	S	34	29	63	0.00001
Burkholderia vietnamiensis	60552	S	30	172	202	0.00004
Burkholderia latens	488446	S	18	74	92	0.00002
Burkholderia pseudomallei	28450	S	237	1166	1403	0.00026
Burkholderia thailandensis	57975	S	120	107	227	0.00004
Burkholderia oklahomensis	342113	S	96	56	152	0.00003
Burkholderia sp. BDU8	1385592	S	61	27	88	0.00002
Burkholderia sp. BDU6	1385591	S	34	15	49	0.00001
Burkholderia sp. MSMB617WGS	1637831	S	31	106	137	0.00002
Burkholderia sp. MSMB1588	1636423	S	14	109	123	0.00002
Burkholderia sp. MSMB0852	1637841	S	12	34	46	0.00001
Burkholderia gladioli	28095	S	434	259	693	0.00013
Burkholderia insecticola	758793	S	255	49	304	0.00006
Burkholderia sp. CCGE1003	640512	S	174	69	243	0.00004
Burkholderia glumae	337	S	153	273	426	0.00008
Burkholderia sp. CCGE1002	640511	S	109	45	154	0.00003
Burkholderia sp. OLGA172	1804984	S	91	52	143	0.00003
Burkholderia sp. KK1	1855726	S	84	102	186	0.00003
Burkholderia sp. PAMC 26561	1795043	S	75	81	156	0.00003
Burkholderia sp. Bp7605	1740163	S	67	17	84	0.00002
Burkholderia sp. YI23	1097668	S	65	167	232	0.00004
Burkholderia plantarii	41899	S	60	310	370	0.00007
Burkholderia sp. IDO3	1705310	S	58	58	116	0.00002
Burkholderia sp. JP2-270	2217913	S	51	54	105	0.00002
Burkholderia sp. CCGE1001	640510	S	44	404	448	0.00008
Burkholderia sp. RPE67	758796	S	41	87	128	0.00002
Burkholderia sp. PAMC 28687	1795874	S	39	61	100	0.00002
Burkholderia sp. HB1	1678678	S	28	298	326	0.00006
Cupriavidus taiwanensis	164546	S	1436	865	2301	0.00042
Cupriavidus necator	106590	S	554	413	967	0.00018
Cupriavidus basilensis	68895	S	343	102	445	0.00008
Cupriavidus metallidurans	119219	S	335	1351	1686	0.00031
Cupriavidus gilardii	82541	S	266	315	581	0.00011
Cupriavidus pinatubonensis	248026	S	238	218	456	0.00008
Cupriavidus oxalaticus	96344	S	176	105	281	0.00005
Cupriavidus nantongensis	1796606	S	101	542	643	0.00012
Cupriavidus sp. USMAHM13	1389192	S	87	842	929	0.00017
Cupriavidus sp. USMAA2-4	876364	S	11	132	143	0.00003
Paraburkholderia caribensis	75105	S	260	140	400	0.00007
Paraburkholderia fungorum	134537	S	232	104	336	0.00006
Paraburkholderia hospita	169430	S	231	210	441	0.00008
Paraburkholderia sprentiae	948107	S	215	82	297	0.00005
Paraburkholderia sp. SOS3	1926494	S	176	28	204	0.00004
Paraburkholderia xenovorans	36873	S	173	364	537	0.00010
Paraburkholderia terricola	169427	S	171	74	245	0.00004
Paraburkholderia caledonica	134536	S	154	54	208	0.00004
Paraburkholderia phymatum	148447	S	129	54	183	0.00003
Paraburkholderia caffeinilytica	1761016	S	128	58	186	0.00003
Paraburkholderia rhizoxinica	412963	S	120	14	134	0.00002
Paraburkholderia aromaticivorans	2026199	S	103	123	226	0.00004
Paraburkholderia phytofirmans	261302	S	94	61	155	0.00003
Paraburkholderia terrae	311230	S	76	84	160	0.00003
Paraburkholderia phenoliruptrix	252970	S	54	471	525	0.00010
Paraburkholderia graminis	60548	S	16	140	156	0.00003
Pandoraea faecigallinarum	656179	S	259	83	342	0.00006
Pandoraea pulmonicola	93221	S	223	61	284	0.00005
Pandoraea pnomenusa	93220	S	220	204	424	0.00008
Pandoraea norimbergensis	93219	S	210	42	252	0.00005
Pandoraea thiooxydans	445709	S	200	25	225	0.00004
Pandoraea apista	93218	S	171	216	387	0.00007
Pandoraea oxalativorans	573737	S	135	71	206	0.00004
Pandoraea vervacti	656178	S	131	48	179	0.00003
Pandoraea sputorum	93222	S	109	50	159	0.00003
Ralstonia solanacearum	305	S	481	909	1390	0.00025
Ralstonia pickettii	329	S	302	550	852	0.00016
Ralstonia insidiosa	190721	S	213	356	569	0.00010
Ralstonia mannitolilytica	105219	S	127	296	423	0.00008
blood disease bacterium A2-HR MARDI	1944648	S	11	40	51	0.00001
Polynucleobacter necessarius	576610	S	258	70	328	0.00006
Polynucleobacter acidiphobus	556053	S	64	6	70	0.00001
Polynucleobacter duraquae	1835254	S	44	19	63	0.00001
Polynucleobacter difficilis	556054	S	40	7	47	0.00001
Polynucleobacter asymbioticus	576611	S	13	51	64	0.00001
Polynucleobacter wuianus	1743168	S	10	5	15	0.00000
Hydromonas sp. F02	2268024	S	174	22	196	0.00004
Paucimonas lemoignei	29443	S	98	161	259	0.00005
Variovorax paradoxus	34073	S	878	259	1137	0.00021
Variovorax sp. HW608	1034889	S	524	121	645	0.00012
Variovorax boronicumulans	436515	S	298	129	427	0.00008
Variovorax sp. PMC12	2126319	S	293	126	419	0.00008
Variovorax sp. PAMC 28711	1795631	S	173	37	210	0.00004
Acidovorax carolinensis	553814	S	424	497	921	0.00017
Acidovorax avenae	80867	S	335	185	520	0.00009
Acidovorax sp. KKS102	358220	S	218	303	521	0.00010
Acidovorax sp. RAC01	1842533	S	209	352	561	0.00010
Acidovorax sp. T1	1858609	S	156	1048	1204	0.00022
Acidovorax citrulli	80869	S	151	142	293	0.00005
Acidovorax sp. JS42	232721	S	76	1285	1361	0.00025
Acidovorax cattleyae	80868	S	72	40	112	0.00002
Acidovorax ebreus	721785	S	37	447	484	0.00009
Hydrogenophaga sp. PBC	795665	S	604	1291	1895	0.00035
Hydrogenophaga sp. RAC07	1842537	S	562	122	684	0.00012
Hydrogenophaga crassostreae	1763535	S	260	20	280	0.00005
Rhodoferax ferrireducens	192843	S	470	39	509	0.00009
Rhodoferax koreense	1842727	S	410	496	906	0.00017
Rhodoferax antarcticus	81479	S	252	27	279	0.00005
Rhodoferax saidenbachensis	1484693	S	222	26	248	0.00005
Comamonas testosteroni	285	S	291	314	605	0.00011
Comamonas serinivorans	1082851	S	277	123	400	0.00007
Comamonas aquatica	225991	S	225	101	326	0.00006
Comamonas kerstersii	225992	S	117	94	211	0.00004
Ramlibacter tataouinensis	94132	S	789	262	1051	0.00019
Delftia tsuruhatensis	180282	S	124	619	743	0.00014
Delftia sp. HK171	1920191	S	35	186	221	0.00004
Delftia acidovorans	80866	S	28	171	199	0.00004
Delftia sp. Cs1-4	742013	S	18	84	102	0.00002
Comamonadaceae bacterium B1	1458426	S	339	141	480	0.00009
Comamonadaceae bacterium A1	1458425	S	230	102	332	0.00006
Ottowia oryzae	2109914	S	254	65	319	0.00006
Ottowia sp. oral taxon 894	1658672	S	230	45	275	0.00005
Polaromonas naphthalenivorans	216465	S	252	53	305	0.00006
Polaromonas sp. JS666	296591	S	192	17	209	0.00004
Melaminivora sp. SC2-7	2116657	S	216	121	337	0.00006
Melaminivora sp. SC2-9	2109913	S	175	262	437	0.00008
Limnohabitans sp. 63ED37-2	1678128	S	309	58	367	0.00007
Limnohabitans sp. 103DPR2	1678129	S	64	8	72	0.00001
Simplicispira suum	2109915	S	373	238	611	0.00011
Verminephrobacter eiseniae	364317	S	299	37	336	0.00006
Candidatus Symbiobacter mobilis	1436290	S	244	11	255	0.00005
Alicycliphilus denitrificans	179636	S	233	469	702	0.00013
Curvibacter sp. AEP1-3	1844971	S	222	21	243	0.00004
Diaphorobacter polyhydroxybutyrativorans	1546149	S	28	280	308	0.00006
Bordetella sp. N	1746199	S	397	69	466	0.00008
Bordetella bronchialis	463025	S	365	83	448	0.00008
Bordetella genomosp. 8	1416806	S	337	66	403	0.00007
Bordetella genomosp. 9	1416803	S	328	159	487	0.00009
Bordetella genomosp. 13	463040	S	278	622	900	0.00016
Bordetella sp. HZ20	2163011	S	265	103	368	0.00007
Bordetella petrii	94624	S	262	959	1221	0.00022
Bordetella hinzii	103855	S	237	192	429	0.00008
Bordetella trematum	123899	S	223	137	360	0.00007
Bordetella flabilis	463014	S	204	31	235	0.00004
Bordetella sp. H567	1697043	S	197	37	234	0.00004
Bordetella pseudohinzii	1331258	S	179	133	312	0.00006
Bordetella avium	521	S	137	22	159	0.00003
Bordetella bronchiseptica	518	S	134	842	976	0.00018
Bordetella holmesii	35814	S	84	21	105	0.00002
Bordetella genomosp. 6	463024	S	57	152	209	0.00004
Bordetella pertussis	520	S	18	271	289	0.00005
Achromobacter xylosoxidans	85698	S	758	2164	2922	0.00053
Achromobacter spanius	217203	S	423	405	828	0.00015
Achromobacter sp. MFA1 R4	1881016	S	341	131	472	0.00009
Achromobacter sp. B7	2282475	S	320	82	402	0.00007
Achromobacter denitrificans	32002	S	314	694	1008	0.00018
Achromobacter sp. AONIH1	1758194	S	240	967	1207	0.00022
Achromobacter insolitus	217204	S	210	95	305	0.00006
Castellaniella defragrans	75697	S	392	334	726	0.00013
Alcaligenes faecalis	511	S	253	193	446	0.00008
Advenella kashmirensis	310575	S	165	24	189	0.00003
Advenella mimigardefordensis	302406	S	148	21	169	0.00003
Orrella dioscoreae	1851544	S	325	193	518	0.00009
Pusillimonas sp. T7-7	1007105	S	131	42	173	0.00003
Oligella urethralis	90245	S	75	5	80	0.00001
Paenalcaligenes hominis	643674	S	68	5	73	0.00001
Taylorella equigenitalis	29575	S	16	3	19	0.00000
Taylorella asinigenitalis	84590	S	16	5	21	0.00000
Massilia violaceinigra	2045208	S	415	78	493	0.00009
Massilia timonae	47229	S	400	147	547	0.00010
Massilia sp. WG5	1707785	S	359	329	688	0.00013
Massilia putida	1141883	S	317	226	543	0.00010
Massilia armeniaca	2072590	S	265	203	468	0.00009
Massilia sp. NR 4-1	1678028	S	196	64	260	0.00005
Massilia sp. YMA4	1593482	S	139	107	246	0.00004
Herbaspirillum frisingense	92645	S	333	184	517	0.00009
Herbaspirillum hiltneri	341045	S	228	55	283	0.00005
Herbaspirillum seropedicae	964	S	198	108	306	0.00006
Herbaspirillum rubrisubalbicans	80842	S	185	83	268	0.00005
Herbaspirillum sp. meg3	2025949	S	123	29	152	0.00003
Janthinobacterium svalbardensis	368607	S	219	103	322	0.00006
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	196	94	290	0.00005
Janthinobacterium agaricidamnosum	55508	S	152	20	172	0.00003
Janthinobacterium sp. Marseille	375286	S	149	105	254	0.00005
Janthinobacterium sp. LM6	1938606	S	114	64	178	0.00003
Janthinobacterium sp. B9-8	1236179	S	48	10	58	0.00001
Collimonas arenae	279058	S	341	67	408	0.00007
Collimonas fungivorans	158899	S	301	73	374	0.00007
Collimonas pratensis	279113	S	145	37	182	0.00003
Herminiimonas arsenicoxydans	204773	S	85	225	310	0.00006
Herminiimonas arsenitoxidans	1809410	S	34	8	42	0.00001
Oxalobacter formigenes	847	S	55	7	62	0.00001
Thiomonas intermedia	926	S	445	197	642	0.00012
Thiomonas sp. X19	1050370	S	237	43	280	0.00005
Thiomonas arsenitoxydans	426114	S	113	94	207	0.00004
Rubrivivax gelatinosus	28068	S	616	330	946	0.00017
Leptothrix cholodnii	34029	S	493	248	741	0.00014
Paucibacter sp. KCTC 42545	1768242	S	391	108	499	0.00009
Mitsuaria sp. 7	1658665	S	367	104	471	0.00009
Methylibium petroleiphilum	105560	S	347	375	722	0.00013
Rhizobacter gummiphilus	946333	S	333	115	448	0.00008
Aquabacterium olei	1296669	S	278	161	439	0.00008
Roseateles depolymerans	76731	S	274	97	371	0.00007
Burkholderiales bacterium JOSHI_001	864051	S	564	136	700	0.00013
Burkholderiales bacterium GJ-E10	1469502	S	235	23	258	0.00005
[Polyangium] brachysporum	413882	S	347	99	446	0.00008
Sutterella sp. 6FBBBH3	2259134	S	51	7	58	0.00001
Azoarcus communis	41977	S	653	670	1323	0.00024
Azoarcus sp. KH32C	748247	S	641	118	759	0.00014
Azoarcus sp. SY39	2067960	S	448	276	724	0.00013
Azoarcus sp. CIB	198107	S	337	72	409	0.00007
Azoarcus olearius	418699	S	106	341	447	0.00008
Azoarcus sp. BH72	62928	S	43	144	187	0.00003
Thauera sp. MZ1T	85643	S	420	694	1114	0.00020
Thauera chlorobenzoica	96773	S	306	330	636	0.00012
Thauera sp. K11	2005884	S	282	264	546	0.00010
Thauera humireducens	1134435	S	266	206	472	0.00009
Thauera aromatica	59405	S	128	320	448	0.00008
Thauera hydrothermalis	2184083	S	39	262	301	0.00005
Zoogloeaceae bacteirum Par-f-2	2080469	S	59	611	670	0.00012
Azospira oryzae	146939	S	456	316	772	0.00014
Aromatoleum aromaticum	551760	S	233	60	293	0.00005
Rhodocyclaceae bacterium	1898103	S	25	146	171	0.00003
Dechloromonas aromatica	259537	S	224	28	252	0.00005
Dechloromonas sp. HYN0024	2231055	S	214	32	246	0.00004
Chromobacterium vaccinii	1108595	S	319	200	519	0.00009
Chromobacterium rhizoryzae	1778675	S	217	64	281	0.00005
Chromobacterium sp. ATCC 53434	2059672	S	201	98	299	0.00005
Chromobacterium violaceum	536	S	125	106	231	0.00004
Chromobacterium sp. IIBBL 112-1	2202141	S	14	182	196	0.00004
Chromobacterium sp. IIBBL 274-1	2202142	S	11	143	154	0.00003
Pseudogulbenkiania sp. NH8B	748280	S	492	217	709	0.00013
Jeongeupia sp. USM3	1906741	S	405	123	528	0.00010
Laribacter hongkongensis	168471	S	266	345	611	0.00011
Aquaspirillum sp. LM1	1938604	S	232	50	282	0.00005
