name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Spiribacter salinus	1335746	S	192	19	211	0.00006
Halorhodospira halophila	1053	S	291	32	323	0.00009
Halorhodospira halochloris	1052	S	98	5	103	0.00003
Allochromatium vinosum	1049	S	719	218	937	0.00026
Candidatus Thiodictyon syntrophicum	1166950	S	695	58	753	0.00021
Chromatiaceae bacterium 2141T.STBD.0c.01a	1978339	S	550	33	583	0.00016
Marichromatium purpuratum	37487	S	475	176	651	0.00018
Nitrosococcus halophilus	133539	S	213	10	223	0.00006
Nitrosococcus oceani	1229	S	111	16	127	0.00004
Nitrosococcus watsonii	473531	S	64	9	73	0.00002
Thioflavicoccus mobilis	80679	S	343	59	402	0.00011
Thiocystis violascens	73141	S	277	41	318	0.00009
Candidatus Nitrosoglobus terrae	1630141	S	46	6	52	0.00001
Woeseia oceani	1548547	S	1300	38	1338	0.00037
Wenzhouxiangella marina	1579979	S	528	43	571	0.00016
Granulosicoccus antarcticus	437505	S	513	15	528	0.00015
Halothiobacillus sp. LS2	1860122	S	226	24	250	0.00007
Halothiobacillus neapolitanus	927	S	89	16	105	0.00003
Halioglobus pacificus	930806	S	879	126	1005	0.00028
Halioglobus japonicus	930805	S	393	53	446	0.00012
Congregibacter litoralis	393662	S	297	372	669	0.00019
Simiduia agarivorans	447471	S	358	59	417	0.00012
Cellvibrio sp. PSBB006	1987723	S	106	22	128	0.00004
Cellvibrio japonicus	155077	S	83	31	114	0.00003
Cellvibrio sp. PSBB023	1945512	S	66	19	85	0.00002
Saccharophagus degradans	86304	S	119	28	147	0.00004
Teredinibacter turnerae	2426	S	90	31	121	0.00003
Agarilytica rhodophyticola	1737490	S	80	12	92	0.00003
Microbulbifer aggregans	1769779	S	316	75	391	0.00011
Microbulbifer agarilyticus	260552	S	214	36	250	0.00007
Microbulbifer thermotolerans	252514	S	142	20	162	0.00005
Microbulbifer sp. A4B17	359370	S	141	32	173	0.00005
Zhongshania aliphaticivorans	1470434	S	190	39	229	0.00006
Spongiibacter sp. IMCC21906	1620392	S	130	85	215	0.00006
Oceanicoccus sagamiensis	716816	S	128	5	133	0.00004
Vibrio alginolyticus	663	S	386	303	689	0.00019
Vibrio parahaemolyticus	670	S	259	356	615	0.00017
Vibrio owensii	696485	S	114	85	199	0.00006
Vibrio campbellii	680	S	113	83	196	0.00005
Vibrio harveyi	669	S	37	27	64	0.00002
Vibrio rotiferianus	190895	S	30	19	49	0.00001
Vibrio azureus	512649	S	25	8	33	0.00001
Vibrio antiquarius	150340	S	13	24	37	0.00001
Vibrio natriegens	691	S	20	50	70	0.00002
Vibrio jasicida	766224	S	12	12	24	0.00001
Vibrio vulnificus	672	S	187	119	306	0.00009
Vibrio coralliilyticus	190893	S	187	49	236	0.00007
Vibrio cholerae	666	S	175	176	351	0.00010
Vibrio tubiashii	29498	S	148	65	213	0.00006
Vibrio casei	673372	S	142	132	274	0.00008
Vibrio fluvialis	676	S	97	44	141	0.00004
Vibrio furnissii	29494	S	95	34	129	0.00004
Vibrio anguillarum	55601	S	70	63	133	0.00004
Vibrio shilonii	62153	S	70	19	89	0.00002
Vibrio nigripulchritudo	28173	S	59	10	69	0.00002
Vibrio rumoiensis	76258	S	57	80	137	0.00004
Vibrio mimicus	674	S	56	30	86	0.00002
Vibrio gazogenes	687	S	43	9	52	0.00001
Vibrio scophthalmi	45658	S	33	12	45	0.00001
Vibrio breoganii	553239	S	32	8	40	0.00001
Vibrio sp. 2521-89	2014742	S	26	42	68	0.00002
Vibrio splendidus	29497	S	25	11	36	0.00001
Vibrio qinghaiensis	2025808	S	24	36	60	0.00002
Vibrio tasmaniensis	212663	S	23	11	34	0.00001
Vibrio sp. dhg	2163016	S	22	128	150	0.00004
Vibrio tapetis	52443	S	19	2	21	0.00001
Vibrio tritonius	1435069	S	19	5	24	0.00001
Vibrio sp. EJY3	1116375	S	10	40	50	0.00001
Photobacterium gaetbulicola	1295392	S	160	35	195	0.00005
Photobacterium damselae	38293	S	67	86	153	0.00004
Photobacterium profundum	74109	S	52	17	69	0.00002
Aliivibrio fischeri	668	S	115	48	163	0.00005
Aliivibrio salmonicida	40269	S	54	20	74	0.00002
Grimontia hollisae	673	S	54	17	71	0.00002
Paraphotobacterium marinum	1755811	S	19	9	28	0.00001
Aeromonas hydrophila	644	S	311	705	1016	0.00028
Aeromonas salmonicida	645	S	306	450	756	0.00021
Aeromonas schubertii	652	S	167	94	261	0.00007
Aeromonas veronii	654	S	125	214	339	0.00009
Aeromonas caviae	648	S	80	649	729	0.00020
Aeromonas media	651	S	61	252	313	0.00009
Aeromonas sp. CA23	2033032	S	39	24	63	0.00002
Aeromonas sp. CU5	2033033	S	34	21	55	0.00002
Aeromonas dhakensis	196024	S	30	59	89	0.00002
Aeromonas rivipollensis	948519	S	20	22	42	0.00001
Aeromonas sp. ASNIH4	1636609	S	15	121	136	0.00004
Oceanimonas sp. GK1	511062	S	337	304	641	0.00018
Zobellella denitrificans	347534	S	274	224	498	0.00014
Oceanisphaera avium	1903694	S	107	55	162	0.00005
Oceanisphaera profunda	1416627	S	18	8	26	0.00001
Tolumonas auensis	43948	S	87	76	163	0.00005
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	594	63	657	0.00018
gamma proteobacterium HdN1	83406	S	178	56	234	0.00007
Gammaproteobacteria bacterium DM2	2169539	S	57	12	69	0.00002
Gammaproteobacteria bacterium ESL0073	2070539	S	14	3	17	0.00000
Thiohalobacter thiocyanaticus	585455	S	503	77	580	0.00016
Sedimenticola thiotaurini	1543721	S	457	33	490	0.00014
Pseudohongiella spirulinae	1249552	S	244	21	265	0.00007
Gallaecimonas sp. HK-28	2291597	S	242	44	286	0.00008
Thiolapillus brandeum	1076588	S	145	6	151	0.00004
Calyptogena okutanii thioautotrophic gill symbiont	410330	S	57	32	89	0.00002
Candidatus Ruthia magnifica	386487	S	39	16	55	0.00002
Candidatus Thioglobus singularis	1427364	S	69	10	79	0.00002
Candidatus Thioglobus autotrophicus	1705394	S	56	8	64	0.00002
Candidatus Baumannia cicadellinicola	186490	S	98	20	118	0.00003
Methylophaga frappieri	754477	S	324	809	1133	0.00032
Methylophaga nitratireducenticrescens	754476	S	82	23	105	0.00003
Cycloclasticus sp. P1	385025	S	66	134	200	0.00006
Cycloclasticus sp. PY97N	728003	S	23	49	72	0.00002
Piscirickettsia salmonis	1238	S	129	37	166	0.00005
Thiomicrospira cyclica	147268	S	63	7	70	0.00002
Thiomicrospira aerophila	92245	S	54	7	61	0.00002
Hydrogenovibrio crunogenus	39765	S	114	9	123	0.00003
Francisella sp. CA97-1460	1542390	S	117	23	140	0.00004
Francisella sp. FDC440	2007306	S	73	6	79	0.00002
Francisella halioticida	549298	S	25	6	31	0.00001
Francisella tularensis	263	S	17	56	73	0.00002
Francisella sp. FSC1006	1547445	S	11	7	18	0.00001
Thioploca ingrica	40754	S	81	0	81	0.00002
Beggiatoa leptomitoformis	288004	S	36	0	36	0.00001
Legionella pneumophila	446	S	164	106	270	0.00008
Legionella lansingensis	45067	S	103	15	118	0.00003
Legionella anisa	28082	S	62	21	83	0.00002
Legionella endosymbiont of Polyplax serrata	2005262	S	56	11	67	0.00002
Legionella sainthelensi	28087	S	44	104	148	0.00004
Legionella longbeachae	450	S	33	9	42	0.00001
Legionella fallonii	96230	S	31	4	35	0.00001
Legionella waltersii	66969	S	27	9	36	0.00001
Legionella spiritensis	452	S	26	13	39	0.00001
Legionella hackeliae	449	S	25	16	41	0.00001
Legionella oakridgensis	29423	S	14	2	16	0.00000
Tatlockia micdadei	451	S	93	26	119	0.00003
Fluoribacter dumoffii	463	S	54	-54	0	0.00000
Coxiella burnetii	777	S	293	20	313	0.00009
Candidatus Coxiella mudrowiae	2054173	S	16	57	73	0.00002
Coxiella-like endosymbiont	1592897	S	33	116	149	0.00004
Methylomonas denitrificans	1538553	S	137	11	148	0.00004
Methylomonas methanica	421	S	103	8	111	0.00003
Methylomonas sp. DH-1	1727196	S	97	91	188	0.00005
Methylomonas koyamae	702114	S	44	43	87	0.00002
Methylomicrobium album	39775	S	272	22	294	0.00008
Methylomicrobium alcaliphilum	271065	S	76	5	81	0.00002
Methylococcus capsulatus	414	S	332	39	371	0.00010
Methylocaldum marinum	1432792	S	74	13	87	0.00002
Methylovulum psychrotolerans	1704499	S	44	2	46	0.00001
Haemophilus influenzae	727	S	68	70	138	0.00004
[Haemophilus] ducreyi	730	S	66	73	139	0.00004
Haemophilus pittmaniae	249188	S	25	10	35	0.00001
Haemophilus sp. oral taxon 036	712310	S	25	15	40	0.00001
Haemophilus parainfluenzae	729	S	18	14	32	0.00001
Haemophilus haemolyticus	726	S	16	10	26	0.00001
Pasteurella multocida	747	S	138	712	850	0.00024
Pasteurella dagmatis	754	S	41	10	51	0.00001
Aggregatibacter aphrophilus	732	S	66	31	97	0.00003
Aggregatibacter actinomycetemcomitans	714	S	33	9	42	0.00001
Aggregatibacter segnis	739	S	28	14	42	0.00001
Glaesserella parasuis	738	S	67	19	86	0.00002
Glaesserella sp. 15-184	2030797	S	20	9	29	0.00001
Actinobacillus succinogenes	67854	S	20	4	24	0.00001
Actinobacillus porcitonsillarum	189834	S	14	16	30	0.00001
Actinobacillus pleuropneumoniae	715	S	11	40	51	0.00001
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	23	20	43	0.00001
Mannheimia haemolytica	75985	S	22	18	40	0.00001
Mannheimia varigena	85404	S	18	8	26	0.00001
Pasteurellaceae bacterium NI1060	1679001	S	44	10	54	0.00002
[Mannheimia] succiniciproducens	157673	S	39	10	49	0.00001
Bibersteinia trehalosi	47735	S	31	39	70	0.00002
Gallibacterium anatis	750	S	25	11	36	0.00001
Sulfurifustis variabilis	1675686	S	282	19	301	0.00008
Sulfuricaulis limicola	1620215	S	253	22	275	0.00008
Acidiferrobacter sp. SPIII_3	1281578	S	111	2	113	0.00003
Solimonas sp. K1W22B-7	2303331	S	335	40	375	0.00010
Steroidobacter denitrificans	465721	S	263	309	572	0.00016
Salinisphaera sp. LB1	2183911	S	376	22	398	0.00011
Immundisolibacter cernigliae	1810504	S	330	116	446	0.00012
Dichelobacter nodosus	870	S	91	56	147	0.00004
Frischella perrara	1267021	S	42	17	59	0.00002
Gilliamella apicola	1196095	S	29	10	39	0.00001
Burkholderia ubonensis	101571	S	468	477	945	0.00026
Burkholderia ambifaria	152480	S	374	424	798	0.00022
Burkholderia cenocepacia	95486	S	326	1221	1547	0.00043
Burkholderia cepacia	292	S	247	328	575	0.00016
Burkholderia contaminans	488447	S	150	116	266	0.00007
Burkholderia lata	482957	S	142	92	234	0.00007
Burkholderia multivorans	87883	S	126	112	238	0.00007
Burkholderia sp. NRF60-BP8	1637853	S	106	83	189	0.00005
Burkholderia stagnalis	1503054	S	90	48	138	0.00004
Burkholderia vietnamiensis	60552	S	74	335	409	0.00011
Burkholderia pyrrocinia	60550	S	52	44	96	0.00003
Burkholderia latens	488446	S	49	134	183	0.00005
Burkholderia pseudomultivorans	1207504	S	45	65	110	0.00003
Burkholderia stabilis	95485	S	42	47	89	0.00002
[Pseudomonas] mesoacidophila	265293	S	37	23	60	0.00002
Burkholderia diffusa	488732	S	37	26	63	0.00002
Burkholderia sp. MSMB0856	1637869	S	35	32	67	0.00002
Burkholderia anthina	179879	S	32	25	57	0.00002
Burkholderia seminalis	488731	S	27	18	45	0.00001
Burkholderia metallica	488729	S	25	16	41	0.00001
Burkholderia territorii	1503055	S	23	16	39	0.00001
Burkholderia sp. LA-2-3-30-S1-D2	1637862	S	11	7	18	0.00001
Burkholderia pseudomallei	28450	S	180	724	904	0.00025
Burkholderia thailandensis	57975	S	96	79	175	0.00005
Burkholderia sp. BDU8	1385592	S	89	42	131	0.00004
Burkholderia oklahomensis	342113	S	69	36	105	0.00003
Burkholderia sp. BDU6	1385591	S	32	15	47	0.00001
Burkholderia sp. MSMB617WGS	1637831	S	21	87	108	0.00003
Burkholderia sp. CCGE1003	640512	S	482	150	632	0.00018
Burkholderia gladioli	28095	S	393	195	588	0.00016
Burkholderia sp. OLGA172	1804984	S	178	79	257	0.00007
Burkholderia sp. YI23	1097668	S	174	406	580	0.00016
Burkholderia glumae	337	S	164	348	512	0.00014
Burkholderia sp. CCGE1001	640510	S	125	813	938	0.00026
Burkholderia sp. CCGE1002	640511	S	91	31	122	0.00003
Burkholderia insecticola	758793	S	91	17	108	0.00003
Burkholderia sp. Bp7605	1740163	S	90	21	111	0.00003
Burkholderia sp. JP2-270	2217913	S	70	62	132	0.00004
Burkholderia plantarii	41899	S	65	276	341	0.00010
Burkholderia sp. RPE67	758796	S	61	104	165	0.00005
Burkholderia sp. KK1	1855726	S	61	60	121	0.00003
Burkholderia sp. PAMC 26561	1795043	S	54	47	101	0.00003
Burkholderia sp. IDO3	1705310	S	32	30	62	0.00002
Burkholderia sp. PAMC 28687	1795874	S	14	17	31	0.00001
Cupriavidus taiwanensis	164546	S	1533	950	2483	0.00069
Cupriavidus necator	106590	S	833	507	1340	0.00037
Cupriavidus basilensis	68895	S	776	225	1001	0.00028
Cupriavidus metallidurans	119219	S	313	1440	1753	0.00049
Cupriavidus gilardii	82541	S	305	346	651	0.00018
Cupriavidus pinatubonensis	248026	S	266	278	544	0.00015
Cupriavidus oxalaticus	96344	S	217	136	353	0.00010
Cupriavidus nantongensis	1796606	S	112	683	795	0.00022
Cupriavidus sp. USMAHM13	1389192	S	31	316	347	0.00010
Cupriavidus sp. USMAA2-4	876364	S	27	346	373	0.00010
Cupriavidus sp. USMAA1020	367825	S	11	143	154	0.00004
Paraburkholderia caffeinilytica	1761016	S	308	131	439	0.00012
Paraburkholderia caribensis	75105	S	302	207	509	0.00014
Paraburkholderia xenovorans	36873	S	298	794	1092	0.00030
Paraburkholderia terricola	169427	S	266	113	379	0.00011
Paraburkholderia hospita	169430	S	219	266	485	0.00014
Paraburkholderia sp. SOS3	1926494	S	217	32	249	0.00007
Paraburkholderia sprentiae	948107	S	210	69	279	0.00008
Paraburkholderia phytofirmans	261302	S	161	106	267	0.00007
Paraburkholderia rhizoxinica	412963	S	160	20	180	0.00005
Paraburkholderia aromaticivorans	2026199	S	142	191	333	0.00009
Paraburkholderia fungorum	134537	S	138	56	194	0.00005
Paraburkholderia terrae	311230	S	98	149	247	0.00007
Paraburkholderia caledonica	134536	S	77	25	102	0.00003
Paraburkholderia phymatum	148447	S	67	29	96	0.00003
Paraburkholderia graminis	60548	S	33	210	243	0.00007
Paraburkholderia phenoliruptrix	252970	S	27	172	199	0.00006
Pandoraea thiooxydans	445709	S	540	66	606	0.00017
Pandoraea faecigallinarum	656179	S	472	143	615	0.00017
Pandoraea pnomenusa	93220	S	423	440	863	0.00024
Pandoraea sputorum	93222	S	211	89	300	0.00008
Pandoraea pulmonicola	93221	S	164	43	207	0.00006
Pandoraea apista	93218	S	132	188	320	0.00009
Pandoraea norimbergensis	93219	S	113	21	134	0.00004
Pandoraea vervacti	656178	S	113	38	151	0.00004
Pandoraea oxalativorans	573737	S	90	43	133	0.00004
Ralstonia solanacearum	305	S	418	3304	3722	0.00104
Ralstonia pickettii	329	S	396	831	1227	0.00034
Ralstonia mannitolilytica	105219	S	256	770	1026	0.00029
Ralstonia insidiosa	190721	S	234	471	705	0.00020
Polynucleobacter necessarius	576610	S	224	60	284	0.00008
Polynucleobacter acidiphobus	556053	S	144	11	155	0.00004
Polynucleobacter asymbioticus	576611	S	37	73	110	0.00003
Polynucleobacter wuianus	1743168	S	25	11	36	0.00001
Polynucleobacter difficilis	556054	S	18	2	20	0.00001
Polynucleobacter duraquae	1835254	S	16	5	21	0.00001
Hydromonas sp. F02	2268024	S	108	14	122	0.00003
Paucimonas lemoignei	29443	S	46	91	137	0.00004
Acidovorax avenae	80867	S	467	215	682	0.00019
Acidovorax sp. RAC01	1842533	S	460	983	1443	0.00040
Acidovorax carolinensis	553814	S	364	445	809	0.00023
Acidovorax sp. KKS102	358220	S	333	504	837	0.00023
Acidovorax sp. T1	1858609	S	291	2450	2741	0.00076
Acidovorax citrulli	80869	S	273	233	506	0.00014
Acidovorax sp. JS42	232721	S	98	1753	1851	0.00052
Acidovorax cattleyae	80868	S	48	21	69	0.00002
Acidovorax ebreus	721785	S	45	467	512	0.00014
Variovorax paradoxus	34073	S	1086	340	1426	0.00040
Variovorax sp. HW608	1034889	S	519	120	639	0.00018
Variovorax boronicumulans	436515	S	269	122	391	0.00011
Variovorax sp. PMC12	2126319	S	261	115	376	0.00010
Variovorax sp. PAMC 28711	1795631	S	242	51	293	0.00008
Comamonas testosteroni	285	S	387	512	899	0.00025
Comamonas serinivorans	1082851	S	337	155	492	0.00014
Comamonas aquatica	225991	S	236	107	343	0.00010
Comamonas kerstersii	225992	S	211	226	437	0.00012
Hydrogenophaga crassostreae	1763535	S	440	38	478	0.00013
Hydrogenophaga sp. RAC07	1842537	S	306	59	365	0.00010
Hydrogenophaga sp. PBC	795665	S	251	714	965	0.00027
Rhodoferax koreense	1842727	S	393	559	952	0.00027
Rhodoferax ferrireducens	192843	S	179	15	194	0.00005
Rhodoferax saidenbachensis	1484693	S	158	18	176	0.00005
Rhodoferax antarcticus	81479	S	118	13	131	0.00004
Ramlibacter tataouinensis	94132	S	771	263	1034	0.00029
Comamonadaceae bacterium A1	1458425	S	373	213	586	0.00016
Comamonadaceae bacterium B1	1458426	S	308	157	465	0.00013
Melaminivora sp. SC2-9	2109913	S	366	721	1087	0.00030
Melaminivora sp. SC2-7	2116657	S	257	167	424	0.00012
Delftia sp. HK171	1920191	S	213	334	547	0.00015
Delftia tsuruhatensis	180282	S	66	323	389	0.00011
Delftia sp. Cs1-4	742013	S	41	58	99	0.00003
Delftia acidovorans	80866	S	33	103	136	0.00004
Ottowia oryzae	2109914	S	329	80	409	0.00011
Ottowia sp. oral taxon 894	1658672	S	229	45	274	0.00008
Polaromonas naphthalenivorans	216465	S	347	69	416	0.00012
Polaromonas sp. JS666	296591	S	117	10	127	0.00004
Verminephrobacter eiseniae	364317	S	309	36	345	0.00010
Limnohabitans sp. 63ED37-2	1678128	S	201	34	235	0.00007
Limnohabitans sp. 103DPR2	1678129	S	47	5	52	0.00001
Curvibacter sp. AEP1-3	1844971	S	245	23	268	0.00007
Alicycliphilus denitrificans	179636	S	195	274	469	0.00013
Simplicispira suum	2109915	S	144	112	256	0.00007
Candidatus Symbiobacter mobilis	1436290	S	93	3	96	0.00003
Diaphorobacter polyhydroxybutyrativorans	1546149	S	32	245	277	0.00008
Bordetella trematum	123899	S	566	382	948	0.00026
Bordetella bronchialis	463025	S	566	123	689	0.00019
Bordetella petrii	94624	S	420	1758	2178	0.00061
Bordetella genomosp. 8	1416806	S	327	61	388	0.00011
Bordetella genomosp. 13	463040	S	300	779	1079	0.00030
Bordetella genomosp. 9	1416803	S	252	121	373	0.00010
Bordetella sp. H567	1697043	S	245	44	289	0.00008
Bordetella sp. HZ20	2163011	S	228	109	337	0.00009
Bordetella avium	521	S	205	39	244	0.00007
Bordetella hinzii	103855	S	203	169	372	0.00010
Bordetella bronchiseptica	518	S	174	1370	1544	0.00043
Bordetella flabilis	463014	S	174	25	199	0.00006
Bordetella sp. N	1746199	S	161	26	187	0.00005
Bordetella pseudohinzii	1331258	S	147	110	257	0.00007
Bordetella holmesii	35814	S	126	30	156	0.00004
Bordetella genomosp. 6	463024	S	77	204	281	0.00008
Bordetella parapertussis	519	S	15	180	195	0.00005
Achromobacter xylosoxidans	85698	S	643	2343	2986	0.00083
Achromobacter denitrificans	32002	S	522	1330	1852	0.00052
Achromobacter spanius	217203	S	425	464	889	0.00025
Achromobacter sp. B7	2282475	S	339	83	422	0.00012
Achromobacter insolitus	217204	S	295	153	448	0.00012
Achromobacter sp. MFA1 R4	1881016	S	285	107	392	0.00011
Achromobacter sp. AONIH1	1758194	S	158	746	904	0.00025
Orrella dioscoreae	1851544	S	468	296	764	0.00021
Alcaligenes faecalis	511	S	287	295	582	0.00016
Castellaniella defragrans	75697	S	399	380	779	0.00022
Advenella kashmirensis	310575	S	224	12	236	0.00007
Advenella mimigardefordensis	302406	S	57	3	60	0.00002
Pusillimonas sp. T7-7	1007105	S	171	60	231	0.00006
Paenalcaligenes hominis	643674	S	65	5	70	0.00002
Oligella urethralis	90245	S	44	2	46	0.00001
Massilia putida	1141883	S	480	209	689	0.00019
Massilia armeniaca	2072590	S	402	169	571	0.00016
Massilia sp. WG5	1707785	S	387	220	607	0.00017
Massilia timonae	47229	S	355	117	472	0.00013
Massilia sp. YMA4	1593482	S	298	130	428	0.00012
Massilia violaceinigra	2045208	S	200	36	236	0.00007
Massilia sp. NR 4-1	1678028	S	160	47	207	0.00006
Herbaspirillum frisingense	92645	S	367	219	586	0.00016
Herbaspirillum seropedicae	964	S	199	127	326	0.00009
Herbaspirillum hiltneri	341045	S	120	32	152	0.00004
Herbaspirillum sp. meg3	2025949	S	97	25	122	0.00003
Herbaspirillum rubrisubalbicans	80842	S	71	37	108	0.00003
Janthinobacterium agaricidamnosum	55508	S	242	35	277	0.00008
Janthinobacterium svalbardensis	368607	S	202	95	297	0.00008
Janthinobacterium sp. LM6	1938606	S	108	62	170	0.00005
Janthinobacterium sp. B9-8	1236179	S	83	19	102	0.00003
Janthinobacterium sp. Marseille	375286	S	77	54	131	0.00004
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	40	19	59	0.00002
Collimonas arenae	279058	S	288	53	341	0.00010
Collimonas fungivorans	158899	S	217	49	266	0.00007
Collimonas pratensis	279113	S	161	39	200	0.00006
Oxalobacter formigenes	847	S	285	38	323	0.00009
Herminiimonas arsenicoxydans	204773	S	227	717	944	0.00026
Herminiimonas arsenitoxidans	1809410	S	49	13	62	0.00002
Thiomonas intermedia	926	S	545	263	808	0.00023
Thiomonas sp. X19	1050370	S	246	35	281	0.00008
Thiomonas arsenitoxydans	426114	S	72	35	107	0.00003
Leptothrix cholodnii	34029	S	610	286	896	0.00025
Aquabacterium olei	1296669	S	458	235	693	0.00019
Paucibacter sp. KCTC 42545	1768242	S	453	109	562	0.00016
Rhizobacter gummiphilus	946333	S	400	125	525	0.00015
Rubrivivax gelatinosus	28068	S	371	187	558	0.00016
Roseateles depolymerans	76731	S	301	97	398	0.00011
Mitsuaria sp. 7	1658665	S	281	77	358	0.00010
Methylibium petroleiphilum	105560	S	242	280	522	0.00015
Burkholderiales bacterium JOSHI_001	864051	S	449	89	538	0.00015
Burkholderiales bacterium GJ-E10	1469502	S	409	42	451	0.00013
Burkholderiales bacterium YL45	1834205	S	111	9	120	0.00003
[Polyangium] brachysporum	413882	S	373	86	459	0.00013
Sutterella sp. 6FBBBH3	2259134	S	112	18	130	0.00004
Candidatus Methylopumilus turicensis	1581680	S	101	14	115	0.00003
Candidatus Methylopumilus planktonicus	1581557	S	86	6	92	0.00003
Methylovorus sp. MP688	887061	S	23	49	72	0.00002
Methylovorus glucosotrophus	266009	S	13	25	38	0.00001
Methylotenera versatilis	1055487	S	58	7	65	0.00002
Methylotenera mobilis	359408	S	41	4	45	0.00001
Methylophilus sp. TWE2	1662285	S	73	4	77	0.00002
Methylobacillus flagellatus	405	S	58	34	92	0.00003
Nitrosomonas europaea	915	S	104	20	124	0.00003
Nitrosomonas sp. Is79A3	261292	S	91	2	93	0.00003
Nitrosomonas ureae	44577	S	55	17	72	0.00002
Nitrosomonas eutropha	916	S	53	84	137	0.00004
Nitrosomonas communis	44574	S	41	0	41	0.00001
Nitrosospira multiformis	1231	S	48	2	50	0.00001
Nitrosospira lacus	1288494	S	46	1	47	0.00001
Nitrosospira briensis	35799	S	44	1	45	0.00001
Sideroxydans lithotrophicus	63745	S	128	12	140	0.00004
Sulfuriferula sp. AH1	1985873	S	125	64	189	0.00005
Sulfuricella denitrificans	649841	S	119	10	129	0.00004
Ferriphaselus amnicola	1188319	S	48	6	54	0.00002
Gallionella capsiferriformans	370405	S	43	4	47	0.00001
Methyloversatilis sp. RAC08	1842540	S	275	43	318	0.00009
Sulfuritalea hydrogenivorans	748811	S	179	25	204	0.00006
Thiobacillus denitrificans	36861	S	246	76	322	0.00009
Azoarcus sp. KH32C	748247	S	894	154	1048	0.00029
Azoarcus sp. CIB	198107	S	396	74	470	0.00013
Azoarcus communis	41977	S	362	391	753	0.00021
Azoarcus sp. SY39	2067960	S	315	233	548	0.00015
Azoarcus sp. BH72	62928	S	58	170	228	0.00006
Azoarcus olearius	418699	S	43	121	164	0.00005
Thauera sp. K11	2005884	S	295	308	603	0.00017
Thauera humireducens	1134435	S	277	238	515	0.00014
Thauera sp. MZ1T	85643	S	237	381	618	0.00017
Thauera aromatica	59405	S	211	540	751	0.00021
Thauera chlorobenzoica	96773	S	193	174	367	0.00010
Zoogloeaceae bacteirum Par-f-2	2080469	S	75	679	754	0.00021
Azospira oryzae	146939	S	226	167	393	0.00011
Aromatoleum aromaticum	551760	S	185	47	232	0.00006
Rhodocyclaceae bacterium	1898103	S	31	118	149	0.00004
Dechloromonas aromatica	259537	S	258	28	286	0.00008
Dechloromonas sp. HYN0024	2231055	S	140	19	159	0.00004
Chromobacterium sp. ATCC 53434	2059672	S	303	126	429	0.00012
Chromobacterium violaceum	536	S	234	131	365	0.00010
Chromobacterium vaccinii	1108595	S	164	70	234	0.00007
Chromobacterium rhizoryzae	1778675	S	143	36	179	0.00005
Chromobacterium sp. IIBBL 274-1	2202142	S	36	138	174	0.00005
Chromobacterium sp. IIBBL 112-1	2202141	S	16	62	78	0.00002
Pseudogulbenkiania sp. NH8B	748280	S	563	231	794	0.00022
Jeongeupia sp. USM3	1906741	S	228	62	290	0.00008
Microvirgula aerodenitrificans	57480	S	195	50	245	0.00007
Laribacter hongkongensis	168471	S	189	317	506	0.00014
Vogesella sp. LIG4	1192162	S	183	52	235	0.00007
Aquaspirillum sp. LM1	1938604	S	178	33	211	0.00006
Aquitalea magnusonii	332411	S	166	42	208	0.00006
Neisseria meningitidis	487	S	89	170	259	0.00007
Neisseria sp. 10023	1853278	S	85	11	96	0.00003
Neisseria mucosa	488	S	74	127	201	0.00006
Neisseria zoodegmatis	326523	S	73	9	82	0.00002
Neisseria gonorrhoeae	485	S	67	67	134	0.00004
Neisseria sp. 10022	1853276	S	47	4	51	0.00001
Neisseria cinerea	483	S	42	21	63	0.00002
Neisseria elongata	495	S	40	14	54	0.00002
Neisseria sp. KEM232	655307	S	39	4	43	0.00001
Neisseria polysaccharea	489	S	38	40	78	0.00002
Neisseria lactamica	486	S	24	21	45	0.00001
Neisseria subflava	28449	S	19	5	24	0.00001
Neisseria weaveri	28091	S	17	6	23	0.00001
Neisseria sicca	490	S	11	33	44	0.00001
Vitreoscilla filiformis	63	S	209	58	267	0.00007
Vitreoscilla sp. C1	96942	S	111	13	124	0.00003
Crenobacter sp. K1W11S-77	2290923	S	141	59	200	0.00006
Neisseriaceae bacterium DSM 100970	2052837	S	123	12	135	0.00004
Eikenella corrodens	539	S	114	52	166	0.00005
Kingella kingae	504	S	85	15	100	0.00003
Snodgrassella alvi	1196083	S	67	45	112	0.00003
Simonsiella muelleri	72	S	30	8	38	0.00001
Candidatus Accumulibacter phosphatis	327160	S	430	41	471	0.00013
Betaproteobacteria bacterium GR16-43	1904640	S	390	31	421	0.00012
beta proteobacterium CB	543913	S	18	23	41	0.00001
Candidatus Kinetoplastibacterium blastocrithidii	233181	S	22	-22	0	0.00000
Candidatus Kinetoplastibacterium sorsogonicusi	1576550	S	16	9	25	0.00001
Candidatus Kinetoplastibacterium crithidii	33056	S	10	-10	0	0.00000
Myxococcus xanthus	34	S	317	94	411	0.00011
Myxococcus hansupus	1297742	S	267	69	336	0.00009
Myxococcus stipitatus	83455	S	201	30	231	0.00006
Myxococcus fulvus	33	S	180	73	253	0.00007
