name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hahella chejuensis	158327	S	488	57	545	0.00013
Kangiella geojedonensis	914150	S	131	44	175	0.00004
Kangiella profundi	1561924	S	96	92	188	0.00005
Kangiella koreensis	261964	S	52	37	89	0.00002
Kangiella sediminilitoris	1144748	S	41	11	52	0.00001
Oleiphilus messinensis	141451	S	164	46	210	0.00005
Endozoicomonas montiporae	1027273	S	153	25	178	0.00004
Halioglobus pacificus	930806	S	11827	1504	13331	0.00321
Halioglobus japonicus	930805	S	4253	568	4821	0.00116
Congregibacter litoralis	393662	S	4053	6346	10399	0.00251
Microbulbifer agarilyticus	260552	S	1372	387	1759	0.00042
Microbulbifer aggregans	1769779	S	1052	399	1451	0.00035
Microbulbifer thermotolerans	252514	S	852	202	1054	0.00025
Microbulbifer sp. A4B17	359370	S	785	308	1093	0.00026
Cellvibrio japonicus	155077	S	542	170	712	0.00017
Cellvibrio sp. PSBB023	1945512	S	336	81	417	0.00010
Cellvibrio sp. PSBB006	1987723	S	296	49	345	0.00008
Simiduia agarivorans	447471	S	1017	183	1200	0.00029
Teredinibacter turnerae	2426	S	633	164	797	0.00019
Saccharophagus degradans	86304	S	189	36	225	0.00005
Agarilytica rhodophyticola	1737490	S	109	13	122	0.00003
Oceanicoccus sagamiensis	716816	S	559	32	591	0.00014
Spongiibacter sp. IMCC21906	1620392	S	476	407	883	0.00021
Zhongshania aliphaticivorans	1470434	S	438	126	564	0.00014
Marinobacter hydrocarbonoclasticus	2743	S	1538	2405	3943	0.00095
Marinobacter salarius	1420917	S	1050	264	1314	0.00032
Marinobacter similis	1420916	S	1043	138	1181	0.00028
Marinobacter sp. Arc7-DN-1	2304594	S	692	174	866	0.00021
Marinobacter salinus	1874317	S	635	117	752	0.00018
Marinobacter sp. LQ44	1749259	S	546	684	1230	0.00030
Marinobacter sp. es.042	1761794	S	424	335	759	0.00018
Marinobacter sp. CP1	1671721	S	291	500	791	0.00019
Marinobacter psychrophilus	330734	S	239	228	467	0.00011
Marinobacter sp. LV10R510-11A	1415568	S	228	27	255	0.00006
Marinobacter sp. BSs20148	490759	S	97	92	189	0.00005
Alteromonas mediterranea	314275	S	172	697	869	0.00021
Alteromonas sp. RKMC-009	2267264	S	169	36	205	0.00005
Alteromonas macleodii	28108	S	165	195	360	0.00009
Alteromonas australica	589873	S	90	36	126	0.00003
Alteromonas naphthalenivorans	715451	S	41	49	90	0.00002
Alteromonas sp. BL110	1714845	S	37	14	51	0.00001
Salinimonas sp. HMF8227	2183582	S	167	43	210	0.00005
Salinimonas sp. N102	2303538	S	85	74	159	0.00004
Agarivorans gilvus	680279	S	244	73	317	0.00008
Glaciecola nitratireducens	300231	S	111	14	125	0.00003
Glaciecola sp. 4H-3-7+YE-5	983545	S	61	40	101	0.00002
Lacimicrobium alkaliphilum	1526571	S	166	24	190	0.00005
Catenovulum sp. CCB-QB4	2172099	S	56	10	66	0.00002
Paraglaciecola psychrophila	326544	S	48	10	58	0.00001
Pseudoalteromonas spongiae	298657	S	1502	688	2190	0.00053
Pseudoalteromonas atlantica	288	S	114	90	204	0.00005
Pseudoalteromonas piratica	1348114	S	112	49	161	0.00004
Pseudoalteromonas piscicida	43662	S	93	68	161	0.00004
Pseudoalteromonas rubra	43658	S	88	34	122	0.00003
Pseudoalteromonas donghaensis	621376	S	88	51	139	0.00003
Pseudoalteromonas phenolica	161398	S	75	36	111	0.00003
Pseudoalteromonas tunicata	314281	S	42	14	56	0.00001
Pseudoalteromonas aliena	247523	S	34	25	59	0.00001
Pseudoalteromonas espejiana	28107	S	31	19	50	0.00001
Pseudoalteromonas carrageenovora	227	S	21	15	36	0.00001
Pseudoalteromonas luteoviolacea	43657	S	17	7	24	0.00001
Pseudoalteromonas translucida	166935	S	16	27	43	0.00001
Pseudoalteromonas issachenkonii	152297	S	14	142	156	0.00004
Pseudoalteromonas sp. NC201	1514074	S	14	18	32	0.00001
Pseudoalteromonas agarivorans	176102	S	13	45	58	0.00001
Pseudoalteromonas arctica	394751	S	12	14	26	0.00001
Shewanella loihica	359303	S	323	179	502	0.00012
Shewanella amazonensis	60478	S	138	44	182	0.00004
Shewanella algae	38313	S	128	491	619	0.00015
Shewanella denitrificans	192073	S	115	38	153	0.00004
Shewanella baltica	62322	S	98	152	250	0.00006
Shewanella marisflavi	260364	S	98	43	141	0.00003
Shewanella pealeana	70864	S	78	39	117	0.00003
Shewanella sp. ANA-3	94122	S	69	271	340	0.00008
Shewanella sp. WE21	2029986	S	59	58	117	0.00003
Shewanella psychrophila	225848	S	53	12	65	0.00002
Shewanella sediminis	271097	S	48	18	66	0.00002
Shewanella japonica	93973	S	47	12	59	0.00001
Shewanella halifaxensis	271098	S	46	17	63	0.00002
Shewanella sp. MR-4	60480	S	43	166	209	0.00005
Shewanella oneidensis	70863	S	35	18	53	0.00001
Shewanella piezotolerans	404011	S	30	8	38	0.00001
Shewanella bicestrii	2018305	S	28	237	265	0.00006
Shewanella sp. MR-7	60481	S	26	93	119	0.00003
Shewanella benthica	43661	S	23	11	34	0.00001
Shewanella woodyi	60961	S	20	6	26	0.00001
Shewanella sp. Pdp11	2059264	S	20	80	100	0.00002
Shewanella frigidimarina	56812	S	19	15	34	0.00001
Shewanella violacea	60217	S	19	8	27	0.00001
Shewanella putrefaciens	24	S	13	145	158	0.00004
Ferrimonas balearica	44012	S	637	242	879	0.00021
Idiomarina sp. OT37-5b	2100422	S	112	76	188	0.00005
Idiomarina piscisalsi	1096243	S	75	59	134	0.00003
Idiomarina loihiensis	135577	S	53	-53	0	0.00000
Idiomarina sp. X4	2055892	S	50	42	92	0.00002
Idiomarinaceae bacterium HL-53	1298881	S	86	136	222	0.00005
Colwellia sp. MT41	58049	S	79	28	107	0.00003
Colwellia psychrerythraea	28229	S	69	20	89	0.00002
Colwellia sp. Arc7-D	2161872	S	67	31	98	0.00002
Colwellia sp. PAMC 20917	1816218	S	44	9	53	0.00001
Colwellia sp. PAMC 21821	1816219	S	30	17	47	0.00001
Colwellia beringensis	1967665	S	16	10	26	0.00001
Thalassotalea crassostreae	1763536	S	54	13	67	0.00002
Psychromonas ingrahamii	357794	S	83	42	125	0.00003
Psychromonas sp. CNPT3	314282	S	39	30	69	0.00002
Moritella viscosa	80854	S	88	43	131	0.00003
Moritella yayanosii	69539	S	29	25	54	0.00001
Thiohalobacter thiocyanaticus	585455	S	6121	1319	7440	0.00179
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	2510	384	2894	0.00070
gamma proteobacterium HdN1	83406	S	309	143	452	0.00011
Gammaproteobacteria bacterium DM2	2169539	S	164	54	218	0.00005
Gammaproteobacteria bacterium ESL0073	2070539	S	16	5	21	0.00001
Sedimenticola thiotaurini	1543721	S	1383	162	1545	0.00037
Thiolapillus brandeum	1076588	S	1117	76	1193	0.00029
Pseudohongiella spirulinae	1249552	S	613	78	691	0.00017
Gallaecimonas sp. HK-28	2291597	S	296	86	382	0.00009
Candidatus Thioglobus singularis	1427364	S	70	18	88	0.00002
Candidatus Thioglobus autotrophicus	1705394	S	35	19	54	0.00001
Candidatus Ruthia magnifica	386487	S	34	16	50	0.00001
Bathymodiolus septemdierum thioautotrophic gill symbiont	113267	S	30	17	47	0.00001
Calyptogena okutanii thioautotrophic gill symbiont	410330	S	11	8	19	0.00000
Candidatus Baumannia cicadellinicola	186490	S	13	9	22	0.00001
Aeromonas hydrophila	644	S	1092	3327	4419	0.00106
Aeromonas schubertii	652	S	577	429	1006	0.00024
Aeromonas salmonicida	645	S	476	1056	1532	0.00037
Aeromonas dhakensis	196024	S	451	995	1446	0.00035
Aeromonas sp. CA23	2033032	S	448	339	787	0.00019
Aeromonas veronii	654	S	316	740	1056	0.00025
Aeromonas media	651	S	208	1226	1434	0.00035
Aeromonas caviae	648	S	190	1835	2025	0.00049
Aeromonas rivipollensis	948519	S	131	169	300	0.00007
Aeromonas sp. CU5	2033033	S	100	76	176	0.00004
Aeromonas sp. ASNIH4	1636609	S	51	524	575	0.00014
Aeromonas sp. ASNIH5	1758179	S	40	1125	1165	0.00028
Aeromonas aquatica	558964	S	29	209	238	0.00006
Aeromonas sp. ASNIH3	1636608	S	24	928	952	0.00023
Aeromonas sp. ASNIH7	1920107	S	18	433	451	0.00011
Aeromonas sp. ASNIH2	1636607	S	13	285	298	0.00007
Aeromonas sp. ASNIH1	1636606	S	10	293	303	0.00007
Zobellella denitrificans	347534	S	1539	880	2419	0.00058
Oceanimonas sp. GK1	511062	S	889	521	1410	0.00034
Oceanisphaera profunda	1416627	S	87	46	133	0.00003
Oceanisphaera avium	1903694	S	34	17	51	0.00001
Tolumonas auensis	43948	S	50	51	101	0.00002
Methylococcus capsulatus	414	S	3500	469	3969	0.00096
Methylomonas methanica	421	S	661	71	732	0.00018
Methylomonas sp. DH-1	1727196	S	369	681	1050	0.00025
Methylomonas denitrificans	1538553	S	295	30	325	0.00008
Methylomonas koyamae	702114	S	226	425	651	0.00016
Methylomicrobium album	39775	S	997	156	1153	0.00028
Methylomicrobium alcaliphilum	271065	S	234	38	272	0.00007
Methylocaldum marinum	1432792	S	865	219	1084	0.00026
Methylovulum psychrotolerans	1704499	S	486	30	516	0.00012
Vibrio owensii	696485	S	691	572	1263	0.00030
Vibrio parahaemolyticus	670	S	680	683	1363	0.00033
Vibrio campbellii	680	S	461	349	810	0.00020
Vibrio alginolyticus	663	S	287	277	564	0.00014
Vibrio harveyi	669	S	253	232	485	0.00012
Vibrio natriegens	691	S	87	205	292	0.00007
Vibrio diabolicus	50719	S	43	72	115	0.00003
Vibrio antiquarius	150340	S	12	33	45	0.00001
Vibrio jasicida	766224	S	47	50	97	0.00002
Vibrio azureus	512649	S	46	20	66	0.00002
Vibrio rotiferianus	190895	S	27	21	48	0.00001
Vibrio vulnificus	672	S	608	475	1083	0.00026
Vibrio scophthalmi	45658	S	454	224	678	0.00016
Vibrio furnissii	29494	S	410	166	576	0.00014
Vibrio cholerae	666	S	313	572	885	0.00021
Vibrio fluvialis	676	S	245	152	397	0.00010
Vibrio mimicus	674	S	219	150	369	0.00009
Vibrio tubiashii	29498	S	199	121	320	0.00008
Vibrio coralliilyticus	190893	S	177	63	240	0.00006
Vibrio sp. 2521-89	2014742	S	159	239	398	0.00010
Vibrio sp. EJY3	1116375	S	101	325	426	0.00010
Vibrio nigripulchritudo	28173	S	99	23	122	0.00003
Vibrio anguillarum	55601	S	89	83	172	0.00004
Vibrio breoganii	553239	S	78	27	105	0.00003
Vibrio rumoiensis	76258	S	65	133	198	0.00005
Vibrio tapetis	52443	S	58	10	68	0.00002
Vibrio shilonii	62153	S	55	21	76	0.00002
Vibrio gazogenes	687	S	50	15	65	0.00002
Vibrio casei	673372	S	49	64	113	0.00003
Vibrio tritonius	1435069	S	48	19	67	0.00002
Vibrio tasmaniensis	212663	S	41	19	60	0.00001
Vibrio hyugaensis	1534743	S	33	34	67	0.00002
Vibrio sp. dhg	2163016	S	26	148	174	0.00004
Vibrio splendidus	29497	S	16	8	24	0.00001
Photobacterium gaetbulicola	1295392	S	318	110	428	0.00010
Photobacterium profundum	74109	S	118	56	174	0.00004
Photobacterium damselae	38293	S	117	188	305	0.00007
Aliivibrio fischeri	668	S	82	34	116	0.00003
Aliivibrio wodanis	80852	S	47	15	62	0.00001
Aliivibrio salmonicida	40269	S	32	16	48	0.00001
Grimontia hollisae	673	S	113	53	166	0.00004
Paraphotobacterium marinum	1755811	S	29	21	50	0.00001
Francisella sp. TX077310	573570	S	4101	495	4596	0.00111
Francisella philomiragia	28110	S	168	152	320	0.00008
Francisella tularensis	263	S	120	31	151	0.00004
Francisella halioticida	549298	S	96	11	107	0.00003
Francisella sp. TX077308	573569	S	61	21	82	0.00002
Francisella sp. FDC440	2007306	S	49	2	51	0.00001
Francisella sp. CA97-1460	1542390	S	44	4	48	0.00001
Francisella persica	954	S	25	2	27	0.00001
Francisella sp. FSC1006	1547445	S	24	3	27	0.00001
Francisella hispaniensis	622488	S	14	17	31	0.00001
Allofrancisella guangzhouensis	594679	S	15	1	16	0.00000
Methylophaga frappieri	754477	S	913	3000	3913	0.00094
Methylophaga nitratireducenticrescens	754476	S	429	131	560	0.00013
Thiomicrospira cyclica	147268	S	245	30	275	0.00007
Thiomicrospira aerophila	92245	S	58	107	165	0.00004
Cycloclasticus sp. PY97N	728003	S	32	152	184	0.00004
Cycloclasticus sp. P1	385025	S	13	68	81	0.00002
Piscirickettsia salmonis	1238	S	162	69	231	0.00006
Hydrogenovibrio crunogenus	39765	S	59	6	65	0.00002
Thioploca ingrica	40754	S	114	1	115	0.00003
Beggiatoa leptomitoformis	288004	S	79	2	81	0.00002
Sulfurifustis variabilis	1675686	S	2955	245	3200	0.00077
Sulfuricaulis limicola	1620215	S	2477	276	2753	0.00066
Acidiferrobacter sp. SPIII_3	1281578	S	966	28	994	0.00024
Solimonas sp. K1W22B-7	2303331	S	2903	459	3362	0.00081
Steroidobacter denitrificans	465721	S	1915	3147	5062	0.00122
Immundisolibacter cernigliae	1810504	S	2830	1249	4079	0.00098
Legionella pneumophila	446	S	128	105	233	0.00006
Legionella spiritensis	452	S	52	5	57	0.00001
Legionella oakridgensis	29423	S	46	6	52	0.00001
Legionella anisa	28082	S	41	6	47	0.00001
Legionella endosymbiont of Polyplax serrata	2005262	S	28	6	34	0.00001
Legionella hackeliae	449	S	24	7	31	0.00001
Legionella fallonii	96230	S	24	2	26	0.00001
Legionella longbeachae	450	S	22	3	25	0.00001
Legionella waltersii	66969	S	21	4	25	0.00001
Legionella clemsonensis	1867846	S	18	4	22	0.00001
Legionella lansingensis	45067	S	15	2	17	0.00000
Legionella sainthelensi	28087	S	11	3	14	0.00000
Tatlockia micdadei	451	S	200	18	218	0.00005
Fluoribacter dumoffii	463	S	65	-65	0	0.00000
Coxiella burnetii	777	S	180	78	258	0.00006
Coxiella endosymbiont of Amblyomma americanum	325775	S	44	23	67	0.00002
Salinisphaera sp. LB1	2183911	S	1032	81	1113	0.00027
Haemophilus influenzae	727	S	149	154	303	0.00007
Haemophilus haemolyticus	726	S	65	44	109	0.00003
Haemophilus sp. oral taxon 036	712310	S	33	20	53	0.00001
[Haemophilus] ducreyi	730	S	28	38	66	0.00002
Haemophilus pittmaniae	249188	S	27	13	40	0.00001
Haemophilus parainfluenzae	729	S	15	13	28	0.00001
Aggregatibacter aphrophilus	732	S	37	19	56	0.00001
Aggregatibacter segnis	739	S	35	19	54	0.00001
Aggregatibacter actinomycetemcomitans	714	S	24	13	37	0.00001
Pasteurella multocida	747	S	75	1175	1250	0.00030
Pasteurella dagmatis	754	S	15	4	19	0.00000
Actinobacillus porcitonsillarum	189834	S	28	40	68	0.00002
Actinobacillus pleuropneumoniae	715	S	14	65	79	0.00002
Actinobacillus succinogenes	67854	S	12	2	14	0.00000
Mannheimia varigena	85404	S	44	23	67	0.00002
Mannheimia haemolytica	75985	S	12	14	26	0.00001
Bibersteinia trehalosi	47735	S	69	5	74	0.00002
Glaesserella parasuis	738	S	38	15	53	0.00001
Glaesserella sp. 15-184	2030797	S	22	11	33	0.00001
Histophilus somni	731	S	41	47	88	0.00002
Gallibacterium anatis	750	S	33	18	51	0.00001
[Mannheimia] succiniciproducens	157673	S	27	8	35	0.00001
Gilliamella apicola	1196095	S	30	13	43	0.00001
Frischella perrara	1267021	S	12	6	18	0.00000
Dichelobacter nodosus	870	S	27	19	46	0.00001
Burkholderia multivorans	87883	S	716	997	1713	0.00041
Burkholderia cepacia	292	S	472	1209	1681	0.00041
Burkholderia cenocepacia	95486	S	468	2529	2997	0.00072
Burkholderia ubonensis	101571	S	405	652	1057	0.00025
Burkholderia stagnalis	1503054	S	306	251	557	0.00013
Burkholderia contaminans	488447	S	269	332	601	0.00014
Burkholderia pyrrocinia	60550	S	246	325	571	0.00014
Burkholderia ambifaria	152480	S	235	383	618	0.00015
Burkholderia metallica	488729	S	223	243	466	0.00011
Burkholderia stabilis	95485	S	202	354	556	0.00013
Burkholderia anthina	179879	S	192	252	444	0.00011
Burkholderia lata	482957	S	166	180	346	0.00008
Burkholderia territorii	1503055	S	153	178	331	0.00008
[Pseudomonas] mesoacidophila	265293	S	128	125	253	0.00006
Burkholderia seminalis	488731	S	120	133	253	0.00006
Burkholderia pseudomultivorans	1207504	S	111	267	378	0.00009
Burkholderia vietnamiensis	60552	S	108	945	1053	0.00025
Burkholderia sp. MSMB0856	1637869	S	108	155	263	0.00006
Burkholderia diffusa	488732	S	70	80	150	0.00004
Burkholderia sp. NRF60-BP8	1637853	S	51	66	117	0.00003
Burkholderia sp. LA-2-3-30-S1-D2	1637862	S	48	55	103	0.00002
Burkholderia latens	488446	S	34	158	192	0.00005
Burkholderia pseudomallei	28450	S	445	1712	2157	0.00052
Burkholderia thailandensis	57975	S	341	659	1000	0.00024
Burkholderia oklahomensis	342113	S	255	210	465	0.00011
Burkholderia sp. BDU8	1385592	S	78	53	131	0.00003
Burkholderia sp. BDU6	1385591	S	40	28	68	0.00002
Burkholderia sp. MSMB1588	1636423	S	26	330	356	0.00009
Burkholderia sp. MSMB0852	1637841	S	19	91	110	0.00003
Burkholderia mallei	13373	S	16	279	295	0.00007
Burkholderia sp. MSMB617WGS	1637831	S	10	57	67	0.00002
Burkholderia sp. MSMB0266	1637837	S	10	39	49	0.00001
Burkholderia gladioli	28095	S	1206	774	1980	0.00048
Burkholderia insecticola	758793	S	462	112	574	0.00014
Burkholderia glumae	337	S	438	188	626	0.00015
Burkholderia sp. CCGE1002	640511	S	392	195	587	0.00014
Burkholderia sp. CCGE1003	640512	S	255	119	374	0.00009
Burkholderia sp. OLGA172	1804984	S	197	133	330	0.00008
Burkholderia sp. Bp7605	1740163	S	154	51	205	0.00005
Burkholderia sp. IDO3	1705310	S	152	235	387	0.00009
Burkholderia sp. PAMC 26561	1795043	S	120	210	330	0.00008
Burkholderia sp. JP2-270	2217913	S	112	186	298	0.00007
Burkholderia sp. KK1	1855726	S	110	209	319	0.00008
Burkholderia sp. YI23	1097668	S	85	349	434	0.00010
Burkholderia sp. CCGE1001	640510	S	67	704	771	0.00019
Burkholderia sp. RPE67	758796	S	57	194	251	0.00006
Burkholderia plantarii	41899	S	54	449	503	0.00012
Burkholderia sp. HB1	1678678	S	41	452	493	0.00012
Burkholderia sp. PAMC 28687	1795874	S	21	53	74	0.00002
Burkholderia sp. KJ006	416344	S	10	204	214	0.00005
Cupriavidus taiwanensis	164546	S	3700	3412	7112	0.00171
Cupriavidus necator	106590	S	1314	1338	2652	0.00064
Cupriavidus basilensis	68895	S	1045	405	1450	0.00035
Cupriavidus metallidurans	119219	S	906	4348	5254	0.00127
Cupriavidus pinatubonensis	248026	S	755	966	1721	0.00041
Cupriavidus gilardii	82541	S	589	854	1443	0.00035
Cupriavidus oxalaticus	96344	S	501	419	920	0.00022
Cupriavidus nantongensis	1796606	S	114	894	1008	0.00024
Cupriavidus sp. USMAA2-4	876364	S	44	887	931	0.00022
Cupriavidus sp. USMAHM13	1389192	S	42	802	844	0.00020
Cupriavidus sp. USMAA1020	367825	S	18	327	345	0.00008
Paraburkholderia terricola	169427	S	660	322	982	0.00024
Paraburkholderia caledonica	134536	S	613	252	865	0.00021
Paraburkholderia hospita	169430	S	603	489	1092	0.00026
Paraburkholderia sprentiae	948107	S	522	226	748	0.00018
Paraburkholderia caribensis	75105	S	493	253	746	0.00018
Paraburkholderia rhizoxinica	412963	S	433	75	508	0.00012
Paraburkholderia sp. SOS3	1926494	S	353	66	419	0.00010
Paraburkholderia phymatum	148447	S	349	152	501	0.00012
Paraburkholderia fungorum	134537	S	330	163	493	0.00012
Paraburkholderia xenovorans	36873	S	248	747	995	0.00024
Paraburkholderia caffeinilytica	1761016	S	230	113	343	0.00008
Paraburkholderia phytofirmans	261302	S	201	139	340	0.00008
Paraburkholderia aromaticivorans	2026199	S	171	243	414	0.00010
Paraburkholderia terrae	311230	S	152	145	297	0.00007
Paraburkholderia phenoliruptrix	252970	S	134	1312	1446	0.00035
Paraburkholderia graminis	60548	S	60	595	655	0.00016
Pandoraea thiooxydans	445709	S	661	107	768	0.00019
Pandoraea norimbergensis	93219	S	538	135	673	0.00016
Pandoraea oxalativorans	573737	S	471	310	781	0.00019
Pandoraea vervacti	656178	S	470	216	686	0.00017
Pandoraea pnomenusa	93220	S	450	532	982	0.00024
Pandoraea pulmonicola	93221	S	420	146	566	0.00014
Pandoraea faecigallinarum	656179	S	419	170	589	0.00014
Pandoraea apista	93218	S	292	485	777	0.00019
Pandoraea sputorum	93222	S	200	114	314	0.00008
Ralstonia solanacearum	305	S	993	2963	3956	0.00095
Ralstonia insidiosa	190721	S	510	1170	1680	0.00040
Ralstonia pickettii	329	S	449	766	1215	0.00029
Ralstonia mannitolilytica	105219	S	157	428	585	0.00014
blood disease bacterium A2-HR MARDI	1944648	S	17	46	63	0.00002
Polynucleobacter necessarius	576610	S	326	99	425	0.00010
Polynucleobacter acidiphobus	556053	S	76	8	84	0.00002
Polynucleobacter difficilis	556054	S	47	9	56	0.00001
Polynucleobacter duraquae	1835254	S	21	10	31	0.00001
Polynucleobacter asymbioticus	576611	S	19	61	80	0.00002
Polynucleobacter sp. MWH-Creno-4B4	1743172	S	11	388	399	0.00010
Paucimonas lemoignei	29443	S	251	563	814	0.00020
Hydromonas sp. F02	2268024	S	90	15	105	0.00003
Acidovorax avenae	80867	S	1167	583	1750	0.00042
Acidovorax sp. T1	1858609	S	1090	11046	12136	0.00292
Acidovorax carolinensis	553814	S	765	1067	1832	0.00044
Acidovorax sp. RAC01	1842533	S	668	1701	2369	0.00057
Acidovorax sp. JS42	232721	S	555	10995	11550	0.00278
Acidovorax citrulli	80869	S	467	444	911	0.00022
Acidovorax sp. KKS102	358220	S	380	643	1023	0.00025
Acidovorax cattleyae	80868	S	122	62	184	0.00004
Acidovorax ebreus	721785	S	75	791	866	0.00021
Variovorax paradoxus	34073	S	1700	589	2289	0.00055
Variovorax boronicumulans	436515	S	1188	729	1917	0.00046
Variovorax sp. HW608	1034889	S	802	224	1026	0.00025
Variovorax sp. PAMC 28711	1795631	S	565	147	712	0.00017
Variovorax sp. PMC12	2126319	S	557	326	883	0.00021
Ramlibacter tataouinensis	94132	S	2602	924	3526	0.00085
Rhodoferax koreense	1842727	S	1271	2072	3343	0.00081
Rhodoferax ferrireducens	192843	S	508	48	556	0.00013
Rhodoferax saidenbachensis	1484693	S	405	53	458	0.00011
Rhodoferax antarcticus	81479	S	335	41	376	0.00009
Hydrogenophaga sp. PBC	795665	S	1076	3662	4738	0.00114
Hydrogenophaga sp. RAC07	1842537	S	880	198	1078	0.00026
Hydrogenophaga crassostreae	1763535	S	338	28	366	0.00009
Melaminivora sp. SC2-9	2109913	S	1177	2639	3816	0.00092
Melaminivora sp. SC2-7	2116657	S	631	377	1008	0.00024
Comamonas testosteroni	285	S	692	945	1637	0.00039
Comamonas serinivorans	1082851	S	562	297	859	0.00021
Comamonas aquatica	225991	S	334	173	507	0.00012
Comamonas kerstersii	225992	S	198	253	451	0.00011
Delftia tsuruhatensis	180282	S	233	1667	1900	0.00046
Delftia acidovorans	80866	S	54	514	568	0.00014
Delftia sp. Cs1-4	742013	S	37	309	346	0.00008
Ottowia oryzae	2109914	S	819	230	1049	0.00025
Ottowia sp. oral taxon 894	1658672	S	409	99	508	0.00012
Simplicispira suum	2109915	S	1196	1122	2318	0.00056
Alicycliphilus denitrificans	179636	S	1181	816	1997	0.00048
Polaromonas naphthalenivorans	216465	S	738	164	902	0.00022
Polaromonas sp. JS666	296591	S	424	42	466	0.00011
Limnohabitans sp. 63ED37-2	1678128	S	814	159	973	0.00023
Limnohabitans sp. 103DPR2	1678129	S	129	16	145	0.00003
Verminephrobacter eiseniae	364317	S	705	98	803	0.00019
Comamonadaceae bacterium A1	1458425	S	309	207	516	0.00012
Comamonadaceae bacterium B1	1458426	S	260	150	410	0.00010
Curvibacter sp. AEP1-3	1844971	S	470	52	522	0.00013
Candidatus Symbiobacter mobilis	1436290	S	197	10	207	0.00005
Diaphorobacter polyhydroxybutyrativorans	1546149	S	138	993	1131	0.00027
Bordetella flabilis	463014	S	1176	233	1409	0.00034
Bordetella genomosp. 9	1416803	S	1134	666	1800	0.00043
Bordetella bronchialis	463025	S	959	287	1246	0.00030
Bordetella hinzii	103855	S	935	977	1912	0.00046
Bordetella petrii	94624	S	795	3874	4669	0.00113
Bordetella genomosp. 8	1416806	S	732	188	920	0.00022
Bordetella genomosp. 13	463040	S	680	2050	2730	0.00066
Bordetella trematum	123899	S	641	547	1188	0.00029
Bordetella sp. N	1746199	S	448	101	549	0.00013
Bordetella sp. H567	1697043	S	447	111	558	0.00013
Bordetella pseudohinzii	1331258	S	426	413	839	0.00020
Bordetella holmesii	35814	S	400	148	548	0.00013
Bordetella sp. HZ20	2163011	S	187	111	298	0.00007
Bordetella avium	521	S	182	41	223	0.00005
Bordetella bronchiseptica	518	S	155	1651	1806	0.00044
Bordetella genomosp. 6	463024	S	96	420	516	0.00012
Bordetella parapertussis	519	S	53	789	842	0.00020
Bordetella pertussis	520	S	19	437	456	0.00011
Achromobacter xylosoxidans	85698	S	2268	8181	10449	0.00252
Achromobacter sp. AONIH1	1758194	S	851	4646	5497	0.00132
Achromobacter sp. MFA1 R4	1881016	S	765	394	1159	0.00028
Achromobacter spanius	217203	S	733	948	1681	0.00041
Achromobacter sp. B7	2282475	S	646	218	864	0.00021
Achromobacter denitrificans	32002	S	470	1510	1980	0.00048
Achromobacter insolitus	217204	S	301	193	494	0.00012
Castellaniella defragrans	75697	S	1637	1874	3511	0.00085
Alcaligenes faecalis	511	S	886	639	1525	0.00037
Orrella dioscoreae	1851544	S	890	708	1598	0.00039
Advenella mimigardefordensis	302406	S	433	32	465	0.00011
Advenella kashmirensis	310575	S	124	9	133	0.00003
Pusillimonas sp. T7-7	1007105	S	293	129	422	0.00010
Taylorella equigenitalis	29575	S	26	14	40	0.00001
Taylorella asinigenitalis	84590	S	18	16	34	0.00001
Paenalcaligenes hominis	643674	S	60	6	66	0.00002
Oligella urethralis	90245	S	55	4	59	0.00001
Basilea psittacipulmonis	1472345	S	22	4	26	0.00001
Massilia timonae	47229	S	1600	695	2295	0.00055
Massilia sp. WG5	1707785	S	1087	1036	2123	0.00051
Massilia sp. NR 4-1	1678028	S	1079	421	1500	0.00036
Massilia putida	1141883	S	1052	766	1818	0.00044
Massilia violaceinigra	2045208	S	888	207	1095	0.00026
Massilia armeniaca	2072590	S	581	445	1026	0.00025
Massilia sp. YMA4	1593482	S	331	260	591	0.00014
Herbaspirillum frisingense	92645	S	1365	743	2108	0.00051
Herbaspirillum seropedicae	964	S	520	200	720	0.00017
Herbaspirillum hiltneri	341045	S	483	111	594	0.00014
Herbaspirillum rubrisubalbicans	80842	S	463	142	605	0.00015
Herbaspirillum sp. meg3	2025949	S	163	42	205	0.00005
Collimonas arenae	279058	S	1261	255	1516	0.00037
Collimonas pratensis	279113	S	523	128	651	0.00016
Collimonas fungivorans	158899	S	424	105	529	0.00013
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	670	518	1188	0.00029
Janthinobacterium agaricidamnosum	55508	S	319	60	379	0.00009
Janthinobacterium svalbardensis	368607	S	277	211	488	0.00012
Janthinobacterium sp. Marseille	375286	S	239	211	450	0.00011
Janthinobacterium sp. LM6	1938606	S	148	139	287	0.00007
Janthinobacterium sp. B9-8	1236179	S	116	38	154	0.00004
Herminiimonas arsenicoxydans	204773	S	177	640	817	0.00020
Herminiimonas arsenitoxidans	1809410	S	49	18	67	0.00002
Oxalobacter formigenes	847	S	47	8	55	0.00001
Thiomonas sp. X19	1050370	S	1222	188	1410	0.00034
Thiomonas intermedia	926	S	1022	322	1344	0.00032
