Sample	Reads	TaxID	Rank	Taxon
SRR24442556	3	1550579	S	Mucilaginibacter gotjawali
SRR24442556	2	423351	S	Mucilaginibacter paludis
SRR24442556	130	151895	S	Pseudopedobacter saltans
SRR24442556	6	995	S	Solitalea canadensis
SRR24442556	7	1986952	S	Sphingobacteriaceae bacterium GW460-11-11-14-LB5
SRR24442556	595	2026787	S	Rhodothermaceae bacterium
SRR24442556	254	1779382	S	Rhodothermaceae bacterium RA
SRR24442556	62	29549	S	Rhodothermus marinus
SRR24442556	14	146919	S	Salinibacter ruber
SRR24442556	28	2033437	S	Chitinophaga sp. MD30
SRR24442556	36	79329	S	Chitinophaga pinensis
SRR24442556	13	2029983	S	Chitinophaga caeni
SRR24442556	45	446683	S	Niabella soli
SRR24442556	32	1176587	S	Niabella ginsenosidivorans
SRR24442556	28	2315862	S	Pseudoflavitalea sp. 5GH32-13
SRR24442556	43	1492898	S	Flavisolibacter tropicus
SRR24442556	34	1850526	S	Arachidicoccus sp. BS20
SRR24442556	21	2341117	S	Arachidicoccus sp. KIS59-12
SRR24442556	35	477680	S	Filimonas lacunae
SRR24442556	17	354356	S	Niastella koreensis
SRR24442556	9	2350	S	Haliscomenobacter hydrossis
SRR24442556	8	1008	S	Saprospira grandis
SRR24442556	2	1457365	S	Bacteroidetes bacterium Omega
SRR24442556	59	274539	S	Chlorobaculum parvum
SRR24442556	58	274537	S	Chlorobaculum limnaeum
SRR24442556	49	1097	S	Chlorobaculum tepidum
SRR24442556	30	281093	S	Prosthecochloris sp. GSB1
SRR24442556	40	1868325	S	Prosthecochloris sp. CIB 2401
SRR24442556	9	1974213	S	Prosthecochloris sp. HL-130-GSB
SRR24442556	2	1102	S	Prosthecochloris aestuarii
SRR24442556	31	1096	S	Chlorobium phaeobacteroides
SRR24442556	1	337090	S	Chlorobium chlorochromatii
SRR24442556	6	1094	S	Chlorobium phaeovibrioides
SRR24442556	2	1092	S	Chlorobium limicola
SRR24442556	19	1100	S	Pelodictyon luteolum
SRR24442556	2	34090	S	Pelodictyon phaeoclathratiforme
SRR24442556	1	100716	S	Chloroherpeton thalassium
SRR24442556	10	591197	S	Ignavibacterium album
SRR24442556	0	1134405	S	Melioribacter roseus
SRR24442556	34	861299	S	Gemmatirosa kalamazoonesis
SRR24442556	11	173480	S	Gemmatimonas aurantiaca
SRR24442556	5	1379270	S	Gemmatimonas phototrophica
SRR24442556	0	833	S	Fibrobacter succinogenes
SRR24442556	871	1714373	S	Microbacterium sp. No. 7
SRR24442556	418	84292	S	Microbacterium chocolatum
SRR24442556	146	370764	S	Microbacterium pygmaeum
SRR24442556	408	36805	S	Microbacterium aurum
SRR24442556	185	2033	S	Microbacterium testaceum
SRR24442556	379	162426	S	Microbacterium hominis
SRR24442556	175	300019	S	Microbacterium paludicola
SRR24442556	273	104336	S	Microbacterium foliorum
SRR24442556	200	1906742	S	Microbacterium sp. BH-3-3-3
SRR24442556	147	2014534	S	Microbacterium sp. PM5
SRR24442556	171	912630	S	Microbacterium sp. LKL04
SRR24442556	131	367477	S	Microbacterium sp. XT11
SRR24442556	110	1938334	S	Microbacterium sp. TPU 3598
SRR24442556	376	1795053	S	Microbacterium sp. PAMC 28756
SRR24442556	399	1696072	S	Microbacterium sp. CGR1
SRR24442556	713	199592	S	Microbacterium paraoxydans
SRR24442556	300	1916917	S	Microbacterium sp. 1.5R
SRR24442556	364	2103230	S	Microbacterium sp. str. 'China'
SRR24442556	209	453304	S	Agromyces aureus
SRR24442556	155	589382	S	Agromyces flavus
SRR24442556	122	2080742	S	Agromyces sp. 30A
SRR24442556	172	1575	S	Leifsonia xyli
SRR24442556	227	1798223	S	Leifsonia sp. 21MFCrub1.1
SRR24442556	176	28447	S	Clavibacter michiganensis
SRR24442556	129	1795630	S	Frondihabitans sp. PAMC 28766
SRR24442556	182	1446794	S	Frondihabitans sp. 762G35
SRR24442556	99	399736	S	Agrococcus jejuensis
SRR24442556	87	684552	S	Agrococcus carbonis
SRR24442556	122	412690	S	Microterricola viridarii
SRR24442556	67	670052	S	Cryobacterium arcticum
SRR24442556	58	1978566	S	Cryobacterium sp. LW097
SRR24442556	43	2220095	S	Cryobacterium sp. GCJ02
SRR24442556	55	1561023	S	Curtobacterium sp. MR_MD2014
SRR24442556	45	69373	S	Curtobacterium pusillum
SRR24442556	57	1905847	S	Curtobacterium sp. BH-2-1-1
SRR24442556	18	1855377	S	Candidatus Aquiluna sp. UB-MaderosW2red
SRR24442556	4	529884	S	Rhodoluna lacicola
SRR24442556	2	535712	S	Candidatus Rhodoluna planktonica
SRR24442556	36	33888	S	Rathayibacter tritici
SRR24442556	4	145458	S	Rathayibacter toxicus
SRR24442556	30	279828	S	Microcella alkaliphila
SRR24442556	27	150123	S	Plantibacter flavus
SRR24442556	14	2079792	S	Mycetocola sp. CGMCC 1.16372
SRR24442556	13	2079791	S	Salinibacterium sp. CGMCC 1.16371
SRR24442556	728	1619308	S	Cnuibacter physcomitrellae
SRR24442556	471	2282656	S	Humibacter sp. BT305
SRR24442556	2	1987356	S	Aurantimicrobium sp. MWH-Mo1
SRR24442556	7	708131	S	Aurantimicrobium minutum
SRR24442556	2	1159327	S	Pontimonas salivibrio
SRR24442556	59	1849032	S	Arthrobacter sp. U41
SRR24442556	54	656366	S	Arthrobacter alpinus
SRR24442556	43	1652545	S	Arthrobacter sp. YC-RL1
SRR24442556	41	37928	S	Arthrobacter crystallopoietes
SRR24442556	49	290399	S	Arthrobacter sp. FB24
SRR24442556	30	2211210	S	Arthrobacter sp. DCT5
SRR24442556	32	1704044	S	Arthrobacter sp. ERGS1:01
SRR24442556	24	1357915	S	Arthrobacter sp. QXT-31
SRR24442556	24	1494608	S	Arthrobacter sp. PAMC 25486
SRR24442556	19	2020486	S	Arthrobacter sp. YN
SRR24442556	18	2079227	S	Arthrobacter sp. PGP41
SRR24442556	67	388357	S	Kocuria turfanensis
SRR24442556	89	446860	S	Kocuria flava
SRR24442556	72	71999	S	Kocuria palustris
SRR24442556	81	361575	S	Pseudarthrobacter phenanthrenivorans
SRR24442556	26	85085	S	Pseudarthrobacter chlorophenolicus
SRR24442556	14	121292	S	Pseudarthrobacter sulfonivorans
SRR24442556	15	728066	S	Pseudarthrobacter equi
SRR24442556	57	256701	S	Glutamicibacter arilaitensis
SRR24442556	133	1270	S	Micrococcus luteus
SRR24442556	374	2058657	S	Zhihengliuella sp. ISTPL4
SRR24442556	25	37927	S	Sinomonas atrocyanea
SRR24442556	17	2170745	S	Auritidibacter sp. NML130574
SRR24442556	15	2047	S	Rothia dentocariosa
SRR24442556	7	43675	S	Rothia mucilaginosa
SRR24442556	3	1618207	S	Psychromicrobium lacuslunae
SRR24442556	24	556325	S	Neomicrococcus aestuarii
SRR24442556	138	43663	S	Paenarthrobacter aurescens
SRR24442556	1	1646	S	Renibacterium salmoninarum
SRR24442556	103	53358	S	Intrasporangium calvum
SRR24442556	175	1658671	S	Arsenicicoccus sp. oral taxon 190
SRR24442556	152	857417	S	Janibacter indicus
SRR24442556	85	1758689	S	Serinicoccus sp. JLT9
SRR24442556	60	2283195	S	Ornithinimicrobium sp. AMA3305
SRR24442556	40	443156	S	Phycicoccus dokdonensis
SRR24442556	48	556288	S	Brachybacterium saurashtrense
SRR24442556	46	1331682	S	Brachybacterium ginsengisoli
SRR24442556	33	1903186	S	Brachybacterium sp. P6-10-X1
SRR24442556	48	2017485	S	Brachybacterium sp. VR2415
SRR24442556	39	43669	S	Brachybacterium faecium
SRR24442556	42	2017484	S	Brachybacterium sp. VM2412
SRR24442556	124	1630135	S	Dermabacter vaginalis
SRR24442556	3	472569	S	Devriesea agamarum
SRR24442556	81	1710	S	Cellulosimicrobium cellulans
SRR24442556	83	1980001	S	Cellulosimicrobium sp. TH-20
SRR24442556	118	139208	S	Isoptericola variabilis
SRR24442556	73	372663	S	Isoptericola dokdonensis
SRR24442556	65	186189	S	Xylanimonas cellulosilytica
SRR24442556	79	1711	S	Cellulomonas flavigena
SRR24442556	99	11	S	Cellulomonas gilvus
SRR24442556	74	1708	S	Cellulomonas fimi
SRR24442556	129	2003551	S	Cellulomonas sp. PSBB021
SRR24442556	36	545619	S	Paraoerskovia marina
SRR24442556	262	1276	S	Kytococcus sedentarius
SRR24442556	25	571913	S	Luteipulveratus mongoliensis
SRR24442556	55	1274	S	Dermacoccus nishinomiyaensis
SRR24442556	67	84757	S	Beutenbergia cavernae
SRR24442556	135	2171623	S	Miniimonas sp. S16
SRR24442556	65	629680	S	Brevibacterium sandarakinum
SRR24442556	72	1703	S	Brevibacterium linens
SRR24442556	12	1136497	S	Brevibacterium siliguriense
SRR24442556	18	100225	S	Austwickia chelonae
SRR24442556	3	1863	S	Dermatophilus congolensis
SRR24442556	49	60920	S	Sanguibacter keddieii
SRR24442556	27	43674	S	Jonesia denitrificans
SRR24442556	465	110539	S	Mycolicibacterium vanbaalenii
SRR24442556	437	1804	S	Mycolicibacterium gilvum
SRR24442556	156	1800	S	Mycolicibacterium chubuense
SRR24442556	119	1810	S	Mycolicibacterium vaccae
SRR24442556	118	36814	S	Mycolicibacterium rhodesiae
SRR24442556	200	1772	S	Mycolicibacterium smegmatis
SRR24442556	153	370526	S	Mycolicibacterium rutilum
SRR24442556	77	1797	S	Mycolicibacterium thermoresistibile
SRR24442556	116	134601	S	Mycolicibacterium goodii
SRR24442556	146	1771	S	Mycolicibacterium phlei
SRR24442556	75	1791	S	Mycolicibacterium aurum
SRR24442556	26	758802	S	Mycolicibacterium litorale
SRR24442556	460	1766	S	Mycolicibacterium fortuitum
SRR24442556	173	1764	S	Mycobacterium avium
SRR24442556	19	339268	S	Mycobacterium colombiense
SRR24442556	26	701042	S	Mycobacterium marseillense
SRR24442556	89	222805	S	Mycobacterium chimaera
SRR24442556	107	1767	S	Mycobacterium intracellulare
SRR24442556	32	212767	S	Mycobacterium sp. JS623
SRR24442556	17	722731	S	Mycobacterium shigaense
SRR24442556	14	1784	S	Mycobacterium simiae
SRR24442556	122	1682113	S	Mycobacterium sp. YC-RL4
SRR24442556	71	482462	S	Mycobacterium dioxanotrophicus
SRR24442556	38	1879023	S	Mycobacterium sp. djl-10
SRR24442556	28	1936029	S	Mycobacterium sp. MS1601
SRR24442556	19	1545728	S	Mycobacterium sp. EPa45
SRR24442556	18	1768	S	Mycobacterium kansasii
SRR24442556	152	164757	S	Mycobacterium sp. JLS
SRR24442556	4	29311	S	Mycobacterium haemophilum
SRR24442556	17	1781	S	Mycobacterium marinum
SRR24442556	5	78331	S	Mycobacterium canettii
SRR24442556	3160	1773	S	Mycobacterium tuberculosis
SRR24442556	26	1920667	S	Mycobacterium sp. WY10
SRR24442556	0	1769	S	Mycobacterium leprae
SRR24442556	220	1273687	S	Mycobacterium sp. VKM Ac-1817D
SRR24442556	11	2051552	S	Mycobacterium sp. PYR15
SRR24442556	234	189918	S	Mycobacterium sp. KMS
SRR24442556	52	36809	S	Mycobacteroides abscessus
SRR24442556	27	83262	S	Mycobacteroides immunogenum
SRR24442556	10	1578165	S	Mycobacteroides saopaulense
SRR24442556	458	1774	S	Mycobacteroides chelonae
SRR24442556	18	1520670	S	[Mycobacterium] stephanolepidis
SRR24442556	41	875328	S	Mycolicibacter sinensis
SRR24442556	36	1788	S	Mycolicibacter terrae
SRR24442556	5	639313	S	Hoyosella subflava
SRR24442556	80	37919	S	Rhodococcus opacus
SRR24442556	83	43767	S	Rhodococcus hoagii
SRR24442556	85	1830	S	Rhodococcus ruber
SRR24442556	30	1564114	S	Rhodococcus sp. B7740
SRR24442556	31	1990687	S	Rhodococcus sp. S2-17
SRR24442556	36	1805827	S	Rhodococcus sp. MTM3W5.2
SRR24442556	71	1829	S	Rhodococcus rhodochrous
SRR24442556	27	1653478	S	Rhodococcus sp. PBTS 1
SRR24442556	14	679318	S	Rhodococcus sp. WMMA185
SRR24442556	16	38310	S	Rhodococcus coprophilus
SRR24442556	23	132919	S	Rhodococcus jostii
SRR24442556	37	1828	S	Rhodococcus fascians
SRR24442556	355	103816	S	Rhodococcus pyridinivorans
SRR24442556	160	1833	S	Rhodococcus erythropolis
SRR24442556	159	191292	S	Rhodococcus aetherivorans
SRR24442556	26	1653479	S	Rhodococcus sp. PBTS 2
SRR24442556	100	1727214	S	Rhodococcus sp. H-CA8f
SRR24442556	73	37326	S	Nocardia brasiliensis
SRR24442556	88	134962	S	Nocardia soli
SRR24442556	145	37329	S	Nocardia farcinica
SRR24442556	80	135487	S	Nocardia cyriacigeorgica
SRR24442556	51	37332	S	Nocardia seriolae
SRR24442556	37	455432	S	Nocardia terpenica
SRR24442556	28	37330	S	Nocardia nova
SRR24442556	37	441500	S	Corynebacterium timonense
SRR24442556	26	225326	S	Corynebacterium halotolerans
SRR24442556	12	575200	S	Corynebacterium maris
SRR24442556	240	38289	S	Corynebacterium jeikeium
SRR24442556	42	1717	S	Corynebacterium diphtheriae
SRR24442556	10	1072256	S	Corynebacterium uterequi
SRR24442556	38	38302	S	Corynebacterium mycetoides
SRR24442556	18	89154	S	Corynebacterium terpenotabidum
SRR24442556	31	191493	S	Corynebacterium sphenisci
SRR24442556	15	2079535	S	Corynebacterium sp. 2184
SRR24442556	12	1737425	S	Corynebacterium provencense
SRR24442556	21	1230998	S	Corynebacterium frankenforstense
SRR24442556	46	1121358	S	Corynebacterium doosanense
SRR24442556	13	38305	S	Corynebacterium vitaeruminis
SRR24442556	363	1718	S	Corynebacterium glutamicum
SRR24442556	4	161895	S	Corynebacterium phocae
SRR24442556	13	349751	S	Corynebacterium marinum
SRR24442556	7	203263	S	Corynebacterium aquilae
SRR24442556	29	156978	S	Corynebacterium imitans
SRR24442556	70	1727	S	Corynebacterium variabile
SRR24442556	7	1404244	S	Corynebacterium glyciniphilum
SRR24442556	26	161899	S	Corynebacterium singulare
SRR24442556	89	43771	S	Corynebacterium urealyticum
SRR24442556	6	1050174	S	Corynebacterium epidermidicanis
SRR24442556	4	169292	S	Corynebacterium aurimucosum
SRR24442556	13	191610	S	Corynebacterium atypicum
SRR24442556	5	152794	S	Corynebacterium efficiens
SRR24442556	5	1231000	S	Corynebacterium lactis
SRR24442556	10	65058	S	Corynebacterium ulcerans
SRR24442556	4	38288	S	Corynebacterium genitalium
SRR24442556	6	156976	S	Corynebacterium riegelii
SRR24442556	37	43770	S	Corynebacterium striatum
SRR24442556	8	401472	S	Corynebacterium ureicelerivorans
SRR24442556	1	35757	S	Corynebacterium cystitidis
SRR24442556	36	108486	S	Corynebacterium falsenii
SRR24442556	3	2080740	S	Corynebacterium sp. 2183
SRR24442556	3	161879	S	Corynebacterium kroppenstedtii
SRR24442556	5	1223514	S	Corynebacterium humireducens
SRR24442556	4	28028	S	Corynebacterium flavescens
SRR24442556	3	187491	S	Corynebacterium glaucum
SRR24442556	109	1724	S	Corynebacterium renale
SRR24442556	5	136857	S	Corynebacterium testudinoris
SRR24442556	14	146827	S	Corynebacterium simulans
SRR24442556	18	258224	S	Corynebacterium resistens
SRR24442556	2	161896	S	Corynebacterium camporealensis
SRR24442556	3	38301	S	Corynebacterium minutissimum
SRR24442556	2	1697	S	Corynebacterium ammoniagenes
SRR24442556	0	571915	S	Corynebacterium mustelae
SRR24442556	7	160386	S	Corynebacterium casei
SRR24442556	4	1408191	S	Corynebacterium deserti
SRR24442556	2	1719	S	Corynebacterium pseudotuberculosis
SRR24442556	3	702967	S	Corynebacterium sp. NML98-0116
SRR24442556	7	1487956	S	Corynebacterium sp. ATCC 6931
SRR24442556	11	1652495	S	Corynebacterium crudilactis
SRR24442556	82	337191	S	Gordonia sp. KTR9
SRR24442556	150	1004901	S	Gordonia iterans
SRR24442556	99	2055	S	Gordonia terrae
SRR24442556	102	1136941	S	Gordonia phthalatica
SRR24442556	40	84595	S	Gordonia polyisoprenivorans
SRR24442556	81	1737359	S	Gordonia sp. 1D
SRR24442556	214	2059875	S	Gordonia sp. YC-JH1
SRR24442556	73	36822	S	Gordonia rubripertincta
SRR24442556	35	2054	S	Gordonia bronchialis
SRR24442556	177	499555	S	Dietzia timorensis
SRR24442556	51	2052657	S	Dietzia sp. JS16-p6b
SRR24442556	25	139021	S	Dietzia psychralcaliphila
SRR24442556	32	546160	S	Dietzia lutea
SRR24442556	40	712270	S	Dietzia sp. oral taxon 368
SRR24442556	49	57704	S	Tsukamurella tyrosinosolvens
SRR24442556	28	2061	S	Tsukamurella paurometabola
SRR24442556	3	286802	S	Segniliparus rotundus
SRR24442556	5	1528099	S	Lawsonella clevelandensis
SRR24442556	123	193462	S	Streptomyces niveus
SRR24442556	160	68223	S	Streptomyces katrae
SRR24442556	85	408015	S	Streptomyces xiamenensis
SRR24442556	93	2135430	S	Streptomyces sp. P3
SRR24442556	84	1616117	S	Streptomyces formicae
SRR24442556	92	1908	S	Streptomyces globisporus
SRR24442556	44	1911	S	Streptomyces griseus
SRR24442556	159	68179	S	Streptomyces bacillaris
SRR24442556	30	1892	S	Streptomyces anulatus
SRR24442556	115	1969	S	Streptomyces chartreusis
SRR24442556	69	1841249	S	Streptomyces sp. RTd22
SRR24442556	102	54571	S	Streptomyces venezuelae
SRR24442556	132	1907	S	Streptomyces glaucescens
SRR24442556	70	67267	S	Streptomyces alboflavus
SRR24442556	196	47763	S	Streptomyces lydicus
SRR24442556	112	1812480	S	Streptomyces sp. fd1-xmd
SRR24442556	78	1855352	S	Streptomyces sp. TLI_053
SRR24442556	51	1893	S	Streptomyces atratus
SRR24442556	61	38300	S	Streptomyces pristinaespiralis
SRR24442556	54	2049881	S	Streptomyces dengpaensis
SRR24442556	70	1938841	S	Streptomyces sp. 2323.1
SRR24442556	59	29303	S	Streptomyces cattleya
SRR24442556	60	1901	S	Streptomyces clavuligerus
SRR24442556	37	379067	S	Streptomyces bingchenggensis
SRR24442556	71	68570	S	Streptomyces albulus
SRR24442556	80	68249	S	Streptomyces pactum
SRR24442556	56	68246	S	Streptomyces olivoreticuli
SRR24442556	57	1736046	S	Streptomyces sp. SM18
SRR24442556	58	1783515	S	Streptomyces qaidamensis
SRR24442556	70	285473	S	Streptomyces rubrolavendulae
SRR24442556	52	67304	S	Streptomyces griseorubiginosus
SRR24442556	46	1915	S	Streptomyces lincolnensis
SRR24442556	63	2174846	S	Streptomyces sp. HNM0039
SRR24442556	37	1930	S	Streptomyces scabiei
SRR24442556	48	1882757	S	Streptomyces sp. 3214.6
SRR24442556	595	1851167	S	Streptomyces sp. 11-1-2
SRR24442556	59	362257	S	Streptomyces vietnamensis
SRR24442556	39	33903	S	Streptomyces avermitilis
SRR24442556	32	1109743	S	Streptomyces sp. SCSIO 03032
SRR24442556	41	348043	S	Streptomyces davaonensis
SRR24442556	508	1649184	S	Streptomyces sp. CFMR 7
SRR24442556	36	2184053	S	Streptomyces sp. ZFG47
SRR24442556	36	2282738	S	Streptomyces sp. GSSD-12
SRR24442556	30	1535768	S	Streptomyces lunaelactis
SRR24442556	41	285450	S	Streptomyces roseochromogenus
SRR24442556	111	2083284	S	Streptomyces sp. CB09001
SRR24442556	59	1926	S	Streptomyces reticuli
SRR24442556	41	1725411	S	Streptomyces sp. CdTB01
SRR24442556	46	1914	S	Streptomyces lavendulae
SRR24442556	59	2072505	S	Streptomyces sp. Go-475
SRR24442556	43	862751	S	Streptomyces sp. SirexAA-E
SRR24442556	40	1940	S	Streptomyces albireticuli
SRR24442556	328	1912	S	Streptomyces hygroscopicus
SRR24442556	46	42684	S	Streptomyces collinus
SRR24442556	46	1827580	S	Streptomyces nigra
SRR24442556	41	164348	S	Streptomyces puniciscabiei
SRR24442556	33	2202000	S	Streptomyces sp. NEAU-S7GS2
SRR24442556	33	1038928	S	Streptomyces xinghaiensis
SRR24442556	31	68214	S	Streptomyces griseochromogenes
SRR24442556	22	40318	S	Streptomyces nodosus
SRR24442556	135	1888	S	Streptomyces albus
SRR24442556	40	2094021	S	Streptomyces sp. WAC00288
SRR24442556	44	2059884	S	Streptomyces sp. CMB-StM0423
SRR24442556	56	1561022	S	Streptomyces sp. CCM_MD2014
SRR24442556	37	68209	S	Streptomyces globosus
SRR24442556	25	1950	S	Streptomyces peucetius
SRR24442556	34	1690221	S	Streptomyces spongiicola
SRR24442556	20	1355015	S	Streptomyces pluripotens
SRR24442556	30	465541	S	Streptomyces sp. Mg1
SRR24442556	46	1889	S	Streptomyces ambofaciens
SRR24442556	31	1890	S	Streptomyces antibioticus
SRR24442556	45	2211357	S	Streptomyces sp. ETH9427
SRR24442556	55	68280	S	Streptomyces violaceusniger
SRR24442556	22	553510	S	Streptomyces gilvosporeus
SRR24442556	33	1885	S	Streptomyces actuosus
SRR24442556	37	444103	S	Streptomyces sp. CNQ-509
SRR24442556	29	1849967	S	Streptomyces sp. SAT1
SRR24442556	62	1971	S	Streptomyces noursei
SRR24442556	32	1935	S	Streptomyces violaceoruber
SRR24442556	26	146923	S	Streptomyces parvulus
SRR24442556	70	68192	S	Streptomyces cyaneogriseus
SRR24442556	27	68202	S	Streptomyces fulvissimus
SRR24442556	31	1751294	S	Streptomyces sp. 4F
SRR24442556	42	1262452	S	Streptomyces sp. 769
SRR24442556	22	234612	S	Streptomyces sp. TN58
SRR24442556	44	1437453	S	Streptomyces leeuwenhoekii
SRR24442556	51	188770	S	Streptomyces koyangensis
SRR24442556	66	1961713	S	Streptomyces sp. MOE7
SRR24442556	903	1916	S	Streptomyces lividans
SRR24442556	60	1964449	S	Streptomyces sp. 3211
SRR24442556	330	206662	S	Streptomyces sp. FR-008
SRR24442556	37	1837283	S	Streptomyces sp. S8
SRR24442556	66	1972846	S	Streptomyces sp. Sge12
SRR24442556	169	1984801	S	Streptomyces sp. CLI2509
SRR24442556	27	1661694	S	Streptomyces sp. Tue 6075
SRR24442556	129	355249	S	Streptomyces sp. Tu6071
SRR24442556	82	67258	S	Streptomyces cavourensis
SRR24442556	129	2018025	S	Kitasatospora sp. MMS16-BH015
SRR24442556	75	2066	S	Kitasatospora setae
SRR24442556	67	1894	S	Kitasatospora aureofaciens
SRR24442556	83	68173	S	Kitasatospora albolonga
SRR24442556	114	2126346	S	Streptacidiphilus sp. DSM 106435
SRR24442556	290	1909732	S	Tessaracoccus sp. T2.5-30
SRR24442556	313	399497	S	Tessaracoccus flavescens
SRR24442556	179	1610493	S	Tessaracoccus flavus
SRR24442556	125	1332264	S	Tessaracoccus aquimaris
SRR24442556	147	2161816	S	Tessaracoccus sp. Marseille-P5995
SRR24442556	189	1747	S	Cutibacterium acnes
SRR24442556	51	33010	S	Cutibacterium avidum
SRR24442556	21	33011	S	Cutibacterium granulosum
SRR24442556	115	1750	S	Pseudopropionibacterium propionicum
SRR24442556	20	630515	S	Microlunatus soli
SRR24442556	27	29405	S	Microlunatus phosphovorus
SRR24442556	58	675864	S	Auraticoccus monumenti
SRR24442556	111	1744	S	Propionibacterium freudenreichii
SRR24442556	30	671223	S	Propionibacterium sp. oral taxon 193
SRR24442556	98	1748	S	Acidipropionibacterium acidipropionici
SRR24442556	11	2057246	S	Acidipropionibacterium virtanenii
SRR24442556	97	219314	S	Aeromicrobium marinum
SRR24442556	85	2079793	S	Aeromicrobium sp. 592
SRR24442556	62	2041	S	Aeromicrobium erythreum
SRR24442556	49	1736691	S	Aeromicrobium choanae
SRR24442556	23	2107713	S	Aeromicrobium sp. A1-2
SRR24442556	111	110319	S	Nocardioides sp. CF8
SRR24442556	101	196162	S	Nocardioides sp. JS614
SRR24442556	79	450734	S	Nocardioides dokdonensis
SRR24442556	62	2045452	S	Nocardioides sp. 78
SRR24442556	144	2045	S	Pimelobacter simplex
SRR24442556	90	546874	S	Friedmanniella sagamiharensis
SRR24442556	44	546871	S	Friedmanniella luteola
SRR24442556	138	642780	S	Marmoricola scoriae
SRR24442556	67	182640	S	Kribbella flavida
SRR24442556	42	117157	S	Actinopolymorpha singaporensis
SRR24442556	97	75385	S	Micropruina glycogenica
SRR24442556	165	1814	S	Amycolatopsis methanolica
SRR24442556	-290	33910	S	Amycolatopsis mediterranei
SRR24442556	92	1896961	S	Amycolatopsis sp. AA4
SRR24442556	142	1804986	S	Amycolatopsis albispora
SRR24442556	130	31958	S	Amycolatopsis orientalis
SRR24442556	55	1911175	S	Amycolatopsis sp. BJA-103
SRR24442556	218	129921	S	Amycolatopsis keratiniphila
SRR24442556	80	208439	S	Amycolatopsis japonica
SRR24442556	100	240495	S	Pseudonocardia dioxanivorans
SRR24442556	158	445576	S	Pseudonocardia sp. AL041005-10
SRR24442556	155	1690815	S	Pseudonocardia sp. HH130630-07
SRR24442556	145	1641402	S	Pseudonocardia sp. HH130629-09
SRR24442556	88	632569	S	Saccharomonospora marina
SRR24442556	80	40988	S	Saccharomonospora azurea
SRR24442556	35	1852	S	Saccharomonospora viridis
SRR24442556	42	40989	S	Saccharomonospora cyanea
SRR24442556	30	40990	S	Saccharomonospora glauca
SRR24442556	48	340345	S	Actinoalloteichus hymeniacidonis
SRR24442556	26	2072503	S	Actinoalloteichus sp. AHMU CJ021
SRR24442556	52	1470176	S	Actinoalloteichus hoggarensis
SRR24442556	129	1836	S	Saccharopolyspora erythraea
SRR24442556	136	103731	S	Saccharothrix espanaensis
SRR24442556	48	860235	S	Kibdelosporangium phytohabitans
SRR24442556	224	42197	S	Actinosynnema pretiosum
SRR24442556	80	43357	S	Kutzneria albida
SRR24442556	72	1586287	S	Lentzea guizhouensis
SRR24442556	73	1653480	S	Alloactinosynnema sp. L-07
SRR24442556	25	530584	S	Prauserella marina
SRR24442556	65	211114	S	Allokutzneria albata
SRR24442556	108	1877	S	Micromonospora echinospora
SRR24442556	125	299146	S	Micromonospora narathiwatensis
SRR24442556	83	285665	S	Micromonospora coriariae
SRR24442556	69	356851	S	Micromonospora chokoriensis
SRR24442556	122	2039870	S	Micromonospora sp. WMMA2032
SRR24442556	70	291594	S	Micromonospora rifamycinica
SRR24442556	49	709883	S	Micromonospora zamorensis
SRR24442556	73	47858	S	Micromonospora echinofusca
SRR24442556	55	307121	S	Micromonospora krabiensis
SRR24442556	72	47857	S	Micromonospora echinaurantiaca
SRR24442556	66	47865	S	Micromonospora inositola
SRR24442556	84	2201999	S	Micromonospora sp. B006
SRR24442556	81	356852	S	Micromonospora coxensis
SRR24442556	55	1881	S	Micromonospora viridifaciens
SRR24442556	66	261654	S	Micromonospora auratinigra
SRR24442556	53	47872	S	Micromonospora purpureochromogenes
SRR24442556	44	299152	S	Micromonospora siamensis
SRR24442556	213	47850	S	Micromonospora aurantiaca
SRR24442556	115	196914	S	Actinoplanes friuliensis
SRR24442556	109	649831	S	Actinoplanes sp. N902-109
SRR24442556	79	113562	S	Actinoplanes derwentensis
SRR24442556	87	1866	S	Actinoplanes missouriensis
SRR24442556	62	2024580	S	Plantactinospora sp. KBS50
SRR24442556	90	2108470	S	Plantactinospora sp. BC1
SRR24442556	72	2071627	S	Plantactinospora sp. BB1
SRR24442556	33	168697	S	Salinispora arenicola
SRR24442556	21	168695	S	Salinispora tropica
SRR24442556	103	1003110	S	Verrucosispora maris
SRR24442556	154	2202249	S	Streptosporangium sp. 'caverna'
SRR24442556	77	2001	S	Streptosporangium roseum
SRR24442556	112	1909395	S	Nonomuraea sp. ATCC 55076
SRR24442556	83	2014	S	Nocardiopsis dassonvillei
SRR24442556	37	280236	S	Nocardiopsis gilva
SRR24442556	28	53437	S	Nocardiopsis alba
SRR24442556	39	2021	S	Thermobifida fusca
SRR24442556	195	1411117	S	Actinomadura amylolytica
SRR24442556	77	2020	S	Thermomonospora curvata
SRR24442556	140	111015	S	Actinomyces radicidentis
SRR24442556	159	178339	S	Actinomyces hongkongensis
SRR24442556	12	2321394	S	Actinomyces sp. 2129
SRR24442556	63	712122	S	Actinomyces sp. oral taxon 414
SRR24442556	13	2079536	S	Actinomyces sp. Z16
