Sample	Reads	TaxID	Rank	Taxon
SRR24442557	367	1166130	S	                Enterobacter sp. R4-368
SRR24442557	152	1692238	S	                Enterobacter sp. FY-07
SRR24442557	150	1914861	S	                Enterobacter sp. SA187
SRR24442557	46	399742	S	                Enterobacter sp. 638
SRR24442557	27	881260	S	                Enterobacter bugandensis
SRR24442557	8	1868135	S	                Enterobacter sp. HK169
SRR24442557	8	1977566	S	                Enterobacter sp. Crenshaw
SRR24442557	7	1560339	S	                Enterobacter sp. E20
SRR24442557	2	1827481	S	                Enterobacter sp. ODB01
SRR24442557	533	548	S	                Klebsiella aerogenes
SRR24442557	293	573	S	                Klebsiella pneumoniae
SRR24442557	95	571	S	                Klebsiella oxytoca
SRR24442557	80	1134687	S	                Klebsiella michiganensis
SRR24442557	48	2026240	S	                Klebsiella quasivariicola
SRR24442557	46	1463165	S	                Klebsiella quasipneumoniae
SRR24442557	40	244366	S	                Klebsiella variicola
SRR24442557	1	1934254	S	                Klebsiella sp. M5al
SRR24442557	497	891974	S	                  Plautia stali symbiont
SRR24442557	223	693444	S	                  Enterobacteriaceae bacterium strain FGI 57
SRR24442557	111	2066051	S	                  Enterobacteriaceae bacterium ENNIH1
SRR24442557	24	2282310	S	                  Enterobacteriaceae bacterium w6
SRR24442557	16	2282309	S	                  Enterobacteriaceae bacterium w17
SRR24442557	8	2052938	S	                  Enterobacteriaceae bacterium S05
SRR24442557	35	138072	S	                      Candidatus Hamiltonella defensa
SRR24442557	30	1199245	S	                    secondary endosymbiont of Ctenarytaina eucalypti
SRR24442557	17	134287	S	                    secondary endosymbiont of Heteropsylla cubana
SRR24442557	34	1505597	S	                        Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus
SRR24442557	7	1505596	S	                        Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
SRR24442557	4	251535	S	                      Candidatus Blochmannia vafer
SRR24442557	2	203907	S	                      Candidatus Blochmannia floridanus
SRR24442557	40	1778262	S	                    Candidatus Doolittlea endobia
SRR24442557	28	1070130	S	                    Candidatus Gullanella endobia
SRR24442557	25	1778263	S	                    Candidatus Hoaglandella endobia
SRR24442557	13	472834	S	                    Candidatus Purcelliella pentastirinorum
SRR24442557	13	1410383	S	                    Candidatus Tachikawaea gelatinosa
SRR24442557	9	1835721	S	                    secondary endosymbiont of Trabutina mannipara
SRR24442557	9	1778264	S	                    Candidatus Mikella endobia
SRR24442557	746	61647	S	                Pluralibacter gergoviae
SRR24442557	311	1334193	S	                [Enterobacter] lignolyticus
SRR24442557	188	28141	S	                Cronobacter sakazakii
SRR24442557	138	413497	S	                Cronobacter dublinensis
SRR24442557	103	413501	S	                Cronobacter muytjensii
SRR24442557	90	413503	S	                Cronobacter malonaticus
SRR24442557	86	1163710	S	                Cronobacter condimenti
SRR24442557	39	413502	S	                Cronobacter turicensis
SRR24442557	34	535744	S	                Cronobacter universalis
SRR24442557	127	67827	S	                  Citrobacter werkmanii
SRR24442557	43	546	S	                  Citrobacter freundii
SRR24442557	24	2066049	S	                  Citrobacter freundii complex sp. CFNIH2
SRR24442557	9	2077148	S	                  Citrobacter freundii complex sp. CFNIH4
SRR24442557	6	2077147	S	                  Citrobacter freundii complex sp. CFNIH3
SRR24442557	4	133448	S	                  Citrobacter youngae
SRR24442557	2	57706	S	                  Citrobacter braakii
SRR24442557	100	67825	S	                Citrobacter rodentium
SRR24442557	66	545	S	                Citrobacter koseri
SRR24442557	65	35703	S	                Citrobacter amalonaticus
SRR24442557	59	67824	S	                Citrobacter farmeri
SRR24442557	21	1702170	S	                Citrobacter sp. FDAARGOS_156
SRR24442557	6	1703250	S	                Citrobacter sp. CRE-46
SRR24442557	4	1920110	S	                Citrobacter sp. CFNIH10
SRR24442557	629	28901	S	                Salmonella enterica
SRR24442557	45	54736	S	                Salmonella bongori
SRR24442557	377	562	S	                Escherichia coli
SRR24442557	203	1499973	S	                Escherichia marmotae
SRR24442557	53	208962	S	                Escherichia albertii
SRR24442557	15	564	S	                Escherichia fergusonii
SRR24442557	207	54291	S	                Raoultella ornithinolytica
SRR24442557	43	575	S	                Raoultella planticola
SRR24442557	1	2259647	S	                Raoultella sp. X13
SRR24442557	240	1907578	S	                Lelliottia jeotgali
SRR24442557	116	61646	S	                Lelliottia amnigena
SRR24442557	71	2153385	S	                Lelliottia sp. WB101
SRR24442557	45	69220	S	                Lelliottia nimipressuralis
SRR24442557	117	208223	S	                Kosakonia cowanii
SRR24442557	79	1158459	S	                Kosakonia sacchari
SRR24442557	44	497725	S	                Kosakonia oryzae
SRR24442557	8	283686	S	                Kosakonia radicincitans
SRR24442557	358	2172103	S	                Limnobaculum parvum
SRR24442557	74	1920114	S	                Leclercia sp. LSNIH1
SRR24442557	23	83655	S	                Leclercia adecarboxylata
SRR24442557	12	1920116	S	                Leclercia sp. LSNIH3
SRR24442557	201	158822	S	                Cedecea neteri
SRR24442557	126	929813	S	                Gibbsiella quercinecans
SRR24442557	96	563	S	                Shimwellia blattae
SRR24442557	48	1048758	S	                Candidatus Moranella endobia
SRR24442557	22	622	S	                Shigella dysenteriae
SRR24442557	3	623	S	                Shigella flexneri
SRR24442557	24	61648	S	                Kluyvera intermedia
SRR24442557	17	168169	S	                Candidatus Ishikawaella capsulata
SRR24442557	3	428411	S	                Candidatus Riesia pediculischaeffi
SRR24442557	2	401619	S	                Candidatus Riesia pediculicola
SRR24442557	967	615	S	                Serratia marcescens
SRR24442557	465	1759437	S	                Serratia sp. YD25
SRR24442557	293	82996	S	                Serratia plymuthica
SRR24442557	197	61651	S	                Serratia ficaria
SRR24442557	136	47917	S	                Serratia fonticola
SRR24442557	131	104623	S	                Serratia sp. ATCC 39006
SRR24442557	128	61652	S	                Serratia rubidaea
SRR24442557	78	614	S	                Serratia liquefaciens
SRR24442557	57	28151	S	                Serratia proteamaculans
SRR24442557	37	671990	S	                Serratia sp. FGI94
SRR24442557	32	1938820	S	                Serratia sp. JKS000199
SRR24442557	6	2033438	S	                Serratia sp. MYb239
SRR24442557	3	1758196	S	                Serratia sp. SSNIH1
SRR24442557	2	488142	S	                Serratia sp. SCBI
SRR24442557	2	1327989	S	                Serratia sp. FS14
SRR24442557	285	29484	S	                Yersinia frederiksenii
SRR24442557	228	630	S	                Yersinia enterocolitica
SRR24442557	177	935293	S	                Yersinia entomophaga
SRR24442557	173	29486	S	                Yersinia ruckeri
SRR24442557	72	632	S	                  Yersinia pestis
SRR24442557	49	633	S	                  Yersinia pseudotuberculosis
SRR24442557	15	367190	S	                  Yersinia similis
SRR24442557	81	29483	S	                Yersinia aldovae
SRR24442557	37	263819	S	                Yersinia aleksiciae
SRR24442557	27	29485	S	                Yersinia rohdei
SRR24442557	13	419257	S	                Yersinia massiliensis
SRR24442557	5	28152	S	                Yersinia kristensenii
SRR24442557	4	631	S	                Yersinia intermedia
SRR24442557	83	1805933	S	                Rahnella sp. ERMR1:05
SRR24442557	82	34038	S	                Rahnella aquatilis
SRR24442557	56	1639108	S	                Chania multitudinisentens
SRR24442557	49	1878942	S	                Candidatus Fukatsuia symbiotica
SRR24442557	295	204042	S	                Dickeya zeae
SRR24442557	202	556	S	                Dickeya chrysanthemi
SRR24442557	129	69223	S	                Dickeya paradisiaca
SRR24442557	128	204038	S	                Dickeya dadantii
SRR24442557	96	204039	S	                Dickeya dianthicola
SRR24442557	82	1089444	S	                Dickeya solani
SRR24442557	56	1224145	S	                Dickeya sp. MK7
SRR24442557	53	568766	S	                Dickeya sp. NCPPB 3274
SRR24442557	5	1778540	S	                Dickeya fangzhongdai
SRR24442557	2	2037915	S	                Dickeya sp. Secpp 1600
SRR24442557	110	63612	S	                Sodalis glossinidius
SRR24442557	89	1239307	S	                Sodalis praecaptivus
SRR24442557	47	1486991	S	                Candidatus Sodalis pierantonius
SRR24442557	38	1929246	S	                Sodalis endosymbiont of Henestaris halophilus
SRR24442557	126	29471	S	                Pectobacterium atrosepticum
SRR24442557	114	554	S	                Pectobacterium carotovorum
SRR24442557	47	2042057	S	                Pectobacterium polaris
SRR24442557	45	1905730	S	                Pectobacterium parmentieri
SRR24442557	32	55208	S	                Pectobacterium wasabiae
SRR24442557	298	598467	S	                Brenneria sp. EniD312
SRR24442557	178	1109412	S	                Brenneria goodwinii
SRR24442557	115	1082704	S	                Lonsdalea britannica
SRR24442557	443	470934	S	                Pantoea vagans
SRR24442557	260	665914	S	                Pantoea gaviniae
SRR24442557	180	553	S	                Pantoea ananatis
SRR24442557	173	1891675	S	                Pantoea alhagi
SRR24442557	136	549	S	                  Pantoea agglomerans
SRR24442557	73	592316	S	                Pantoea sp. At-9b
SRR24442557	63	1484158	S	                Pantoea sp. PSNIH1
SRR24442557	59	1076550	S	                Pantoea rwandensis
SRR24442557	49	66269	S	                Pantoea stewartii
SRR24442557	6	1235990	S	                Candidatus Pantoea carbekii
SRR24442557	4	1484157	S	                Pantoea sp. PSNIH2
SRR24442557	3	665913	S	                Pantoea calida
SRR24442557	341	55211	S	                Erwinia persicina
SRR24442557	244	552	S	                Erwinia amylovora
SRR24442557	173	338565	S	                Erwinia tasmaniensis
SRR24442557	106	182337	S	                Erwinia billingiae
SRR24442557	54	1619313	S	                Erwinia gerundensis
SRR24442557	26	1922217	S	                Candidatus Erwinia sp. ErCipseudotaxifoliae
SRR24442557	16	79967	S	                Erwinia pyrifoliae
SRR24442557	16	215689	S	                Erwinia sp. Ejp617
SRR24442557	130	9	S	                Buchnera aphidicola
SRR24442557	50	82987	S	                Tatumella ptyseos
SRR24442557	45	53336	S	                Tatumella citrea
SRR24442557	37	51229	S	                Wigglesworthia glossinidia
SRR24442557	174	40576	S	                Xenorhabdus bovienii
SRR24442557	128	351671	S	                Xenorhabdus doucetiae
SRR24442557	44	40577	S	                Xenorhabdus poinarii
SRR24442557	38	351679	S	                Xenorhabdus hominickii
SRR24442557	20	628	S	                Xenorhabdus nematophila
SRR24442557	363	582	S	                Morganella morganii
SRR24442557	84	587	S	                Providencia rettgeri
SRR24442557	33	588	S	                Providencia stuartii
SRR24442557	33	333962	S	                Providencia heimbachae
SRR24442557	28	2027290	S	                Providencia sp. WCHPr000369
SRR24442557	20	516075	S	                Providencia sneebia
SRR24442557	16	126385	S	                Providencia alcalifaciens
SRR24442557	99	634113	S	                Candidatus Arsenophonus lipoptenae
SRR24442557	29	291112	S	                Photorhabdus asymbiotica
SRR24442557	17	230089	S	                Photorhabdus thracensis
SRR24442557	69	584	S	                Proteus mirabilis
SRR24442557	15	585	S	                Proteus vulgaris
SRR24442557	170	67780	S	                Edwardsiella ictaluri
SRR24442557	72	93378	S	                Edwardsiella hoshinae
SRR24442557	70	636	S	                Edwardsiella tarda
SRR24442557	8	1263550	S	                Edwardsiella piscicida
SRR24442557	3	1578828	S	                Edwardsiella sp. EA181011
SRR24442557	97	569	S	                Hafnia alvei
SRR24442557	19	1848580	S	                Hafnia sp. CBA7124
SRR24442557	89	82983	S	                Obesumbacterium proteus
SRR24442557	106	158841	S	                Leminorella richardii
SRR24442557	23	82985	S	                Pragia fontium
SRR24442557	107	703	S	                Plesiomonas shigelloides
SRR24442557	5	1756993	S	                Phytobacter sp. SCO41
SRR24442557	2394	475662	S	                Halomonas beimenensis
SRR24442557	2184	2306583	S	                Halomonas sp. JS92-SW72
SRR24442557	1694	1883416	S	                Halomonas sp. 1513
SRR24442557	1538	2746	S	                Halomonas elongata
SRR24442557	1326	1897729	S	                Halomonas aestuarii
SRR24442557	1224	115561	S	                Halomonas hydrothermalis
SRR24442557	1049	507626	S	                Halomonas chromatireducens
SRR24442557	895	2136172	S	                Halomonas sp. SF2003
SRR24442557	816	29571	S	                Halomonas subglaciescola
SRR24442557	388	1178482	S	                Halomonas huangheensis
SRR24442557	375	1666906	S	                Halomonas sp. HL-93
SRR24442557	271	1504981	S	                Halomonas sp. KO116
SRR24442557	195	1971364	S	                Halomonas sp. GT
SRR24442557	170	1118153	S	                Halomonas sp. GFAJ-1
SRR24442557	149	1346287	S	                Halomonas sp. A3H3
SRR24442557	121	1761789	S	                Halomonas sp. hl-4
SRR24442557	53	2014541	S	                Halomonas sp. N3-2A
SRR24442557	32	213554	S	                Halomonas campaniensis
SRR24442557	1761	1771309	S	                Salinicola tamaricis
SRR24442557	1137	158080	S	                Chromohalobacter salexigens
SRR24442557	635	157779	S	                Kushneria marisflavi
SRR24442557	311	698828	S	                Kushneria konosiri
SRR24442557	968	376489	S	                Halotalea alkalilenta
SRR24442557	421	28258	S	                Cobetia marina
SRR24442557	263	33074	S	                  Zymobacter palmae
SRR24442557	25	114186	S	                  Candidatus Carsonella ruddii
SRR24442557	10	91844	S	                    Candidatus Portiera aleyrodidarum
SRR24442557	8	1495769	S	                  Candidatus Evansia muelleri
SRR24442557	1874	1094342	S	                Alcanivorax xenomutans
SRR24442557	1514	1306787	S	                Alcanivorax pacificus
SRR24442557	1127	2014542	S	                Alcanivorax sp. N3-2A
SRR24442557	675	285091	S	                Alcanivorax dieselolei
SRR24442557	525	1113728	S	                Alcanivorax sp. NBRC 101098
SRR24442557	47	59754	S	                Alcanivorax borkumensis
SRR24442557	421	1917421	S	                Ketobacter alkanivorans
SRR24442557	1125	1821621	S	                Marinobacterium aestuarii
SRR24442557	118	936476	S	                Marinomonas posidonica
SRR24442557	112	119864	S	                Marinomonas mediterranea
SRR24442557	68	178399	S	                Marinomonas primoryensis
SRR24442557	67	400668	S	                Marinomonas sp. MWYL1
SRR24442557	397	188908	S	                Oleispira antarctica
SRR24442557	227	1249553	S	                Bacterioplanes sanyensis
SRR24442557	204	187493	S	                Thalassolituus oleivorans
SRR24442557	576	2161747	S	                Saccharospirillum mangrovi
SRR24442557	559	1336806	S	                Reinekea forsetii
SRR24442557	196	1445505	S	                Gynuella sunshinyii
SRR24442557	488	158327	S	                Hahella chejuensis
SRR24442557	131	914150	S	                Kangiella geojedonensis
SRR24442557	96	1561924	S	                Kangiella profundi
SRR24442557	52	261964	S	                Kangiella koreensis
SRR24442557	41	1144748	S	                Kangiella sediminilitoris
SRR24442557	164	141451	S	                Oleiphilus messinensis
SRR24442557	153	1027273	S	                Endozoicomonas montiporae
SRR24442557	11827	930806	S	                Halioglobus pacificus
SRR24442557	4253	930805	S	                Halioglobus japonicus
SRR24442557	4053	393662	S	                Congregibacter litoralis
SRR24442557	1372	260552	S	                Microbulbifer agarilyticus
SRR24442557	1052	1769779	S	                Microbulbifer aggregans
SRR24442557	852	252514	S	                Microbulbifer thermotolerans
SRR24442557	785	359370	S	                Microbulbifer sp. A4B17
SRR24442557	542	155077	S	                Cellvibrio japonicus
SRR24442557	336	1945512	S	                Cellvibrio sp. PSBB023
SRR24442557	296	1987723	S	                Cellvibrio sp. PSBB006
SRR24442557	1017	447471	S	                Simiduia agarivorans
SRR24442557	633	2426	S	                Teredinibacter turnerae
SRR24442557	189	86304	S	                Saccharophagus degradans
SRR24442557	109	1737490	S	                Agarilytica rhodophyticola
SRR24442557	559	716816	S	                Oceanicoccus sagamiensis
SRR24442557	476	1620392	S	                Spongiibacter sp. IMCC21906
SRR24442557	438	1470434	S	                Zhongshania aliphaticivorans
SRR24442557	1538	2743	S	                Marinobacter hydrocarbonoclasticus
SRR24442557	1050	1420917	S	                Marinobacter salarius
SRR24442557	1043	1420916	S	                Marinobacter similis
SRR24442557	692	2304594	S	                Marinobacter sp. Arc7-DN-1
SRR24442557	635	1874317	S	                Marinobacter salinus
SRR24442557	546	1749259	S	                Marinobacter sp. LQ44
SRR24442557	424	1761794	S	                Marinobacter sp. es.042
SRR24442557	291	1671721	S	                Marinobacter sp. CP1
SRR24442557	239	330734	S	                Marinobacter psychrophilus
SRR24442557	228	1415568	S	                Marinobacter sp. LV10R510-11A
SRR24442557	97	490759	S	                Marinobacter sp. BSs20148
SRR24442557	172	314275	S	                Alteromonas mediterranea
SRR24442557	169	2267264	S	                Alteromonas sp. RKMC-009
SRR24442557	165	28108	S	                Alteromonas macleodii
SRR24442557	90	589873	S	                Alteromonas australica
SRR24442557	41	715451	S	                Alteromonas naphthalenivorans
SRR24442557	37	1714845	S	                Alteromonas sp. BL110
SRR24442557	7	233316	S	                Alteromonas stellipolaris
SRR24442557	6	1917158	S	                Alteromonas sp. RW2A1
SRR24442557	2	2058133	S	                Alteromonas sp. MB-3u-76
SRR24442557	1	287094	S	                Alteromonas addita
SRR24442557	167	2183582	S	                Salinimonas sp. HMF8227
SRR24442557	85	2303538	S	                Salinimonas sp. N102
SRR24442557	244	680279	S	                Agarivorans gilvus
SRR24442557	111	300231	S	                Glaciecola nitratireducens
SRR24442557	61	983545	S	                Glaciecola sp. 4H-3-7+YE-5
SRR24442557	166	1526571	S	                Lacimicrobium alkaliphilum
SRR24442557	56	2172099	S	                Catenovulum sp. CCB-QB4
SRR24442557	48	326544	S	                Paraglaciecola psychrophila
SRR24442557	1502	298657	S	                Pseudoalteromonas spongiae
SRR24442557	114	288	S	                Pseudoalteromonas atlantica
SRR24442557	112	1348114	S	                Pseudoalteromonas piratica
SRR24442557	93	43662	S	                Pseudoalteromonas piscicida
SRR24442557	88	43658	S	                Pseudoalteromonas rubra
SRR24442557	88	621376	S	                Pseudoalteromonas donghaensis
SRR24442557	75	161398	S	                Pseudoalteromonas phenolica
SRR24442557	42	314281	S	                Pseudoalteromonas tunicata
SRR24442557	34	247523	S	                Pseudoalteromonas aliena
SRR24442557	31	28107	S	                Pseudoalteromonas espejiana
SRR24442557	21	227	S	                Pseudoalteromonas carrageenovora
SRR24442557	17	43657	S	                Pseudoalteromonas luteoviolacea
SRR24442557	16	166935	S	                Pseudoalteromonas translucida
SRR24442557	14	152297	S	                Pseudoalteromonas issachenkonii
SRR24442557	14	1514074	S	                Pseudoalteromonas sp. NC201
SRR24442557	13	176102	S	                Pseudoalteromonas agarivorans
SRR24442557	12	394751	S	                Pseudoalteromonas arctica
SRR24442557	7	1761891	S	                Pseudoalteromonas sp. 13-15
SRR24442557	5	267375	S	                Pseudoalteromonas marina
SRR24442557	3	283699	S	                Pseudoalteromonas sp. Bsw20308
SRR24442557	2	228	S	                Pseudoalteromonas haloplanktis
SRR24442557	2	43659	S	                Pseudoalteromonas tetraodonis
SRR24442557	2	1720343	S	                Pseudoalteromonas sp. 1_2015MBL_MicDiv
SRR24442557	1	28109	S	                Pseudoalteromonas nigrifaciens
SRR24442557	1	234831	S	                Pseudoalteromonas sp. SM9913
SRR24442557	323	359303	S	                Shewanella loihica
SRR24442557	138	60478	S	                Shewanella amazonensis
SRR24442557	128	38313	S	                Shewanella algae
SRR24442557	115	192073	S	                Shewanella denitrificans
SRR24442557	98	62322	S	                Shewanella baltica
SRR24442557	98	260364	S	                Shewanella marisflavi
SRR24442557	78	70864	S	                Shewanella pealeana
SRR24442557	69	94122	S	                Shewanella sp. ANA-3
SRR24442557	59	2029986	S	                Shewanella sp. WE21
SRR24442557	53	225848	S	                Shewanella psychrophila
SRR24442557	48	271097	S	                Shewanella sediminis
SRR24442557	47	93973	S	                Shewanella japonica
SRR24442557	46	271098	S	                Shewanella halifaxensis
SRR24442557	43	60480	S	                Shewanella sp. MR-4
SRR24442557	35	70863	S	                Shewanella oneidensis
SRR24442557	30	404011	S	                Shewanella piezotolerans
SRR24442557	28	2018305	S	                Shewanella bicestrii
SRR24442557	26	60481	S	                Shewanella sp. MR-7
SRR24442557	23	43661	S	                Shewanella benthica
SRR24442557	20	60961	S	                Shewanella woodyi
SRR24442557	20	2059264	S	                Shewanella sp. Pdp11
SRR24442557	19	56812	S	                Shewanella frigidimarina
SRR24442557	19	60217	S	                Shewanella violacea
SRR24442557	13	24	S	                Shewanella putrefaciens
SRR24442557	9	351745	S	                Shewanella sp. W3-18-1
SRR24442557	637	44012	S	                Ferrimonas balearica
SRR24442557	112	2100422	S	                Idiomarina sp. OT37-5b
SRR24442557	75	1096243	S	                Idiomarina piscisalsi
SRR24442557	53	135577	S	                Idiomarina loihiensis
SRR24442557	50	2055892	S	                Idiomarina sp. X4
SRR24442557	86	1298881	S	                Idiomarinaceae bacterium HL-53
SRR24442557	79	58049	S	                Colwellia sp. MT41
SRR24442557	69	28229	S	                Colwellia psychrerythraea
SRR24442557	67	2161872	S	                Colwellia sp. Arc7-D
SRR24442557	44	1816218	S	                Colwellia sp. PAMC 20917
SRR24442557	30	1816219	S	                Colwellia sp. PAMC 21821
SRR24442557	16	1967665	S	                Colwellia beringensis
SRR24442557	54	1763536	S	                Thalassotalea crassostreae
SRR24442557	83	357794	S	                Psychromonas ingrahamii
SRR24442557	39	314282	S	                Psychromonas sp. CNPT3
SRR24442557	88	80854	S	                Moritella viscosa
SRR24442557	29	69539	S	                Moritella yayanosii
SRR24442557	6121	585455	S	              Thiohalobacter thiocyanaticus
SRR24442557	2510	1248727	S	              endosymbiont of unidentified scaly snail isolate Monju
SRR24442557	309	83406	S	              gamma proteobacterium HdN1
SRR24442557	164	2169539	S	              Gammaproteobacteria bacterium DM2
SRR24442557	16	2070539	S	              Gammaproteobacteria bacterium ESL0073
SRR24442557	1383	1543721	S	              Sedimenticola thiotaurini
SRR24442557	1117	1076588	S	              Thiolapillus brandeum
SRR24442557	613	1249552	S	              Pseudohongiella spirulinae
SRR24442557	296	2291597	S	              Gallaecimonas sp. HK-28
SRR24442557	70	1427364	S	              Candidatus Thioglobus singularis
SRR24442557	35	1705394	S	              Candidatus Thioglobus autotrophicus
SRR24442557	34	386487	S	                Candidatus Ruthia magnifica
SRR24442557	30	113267	S	              Bathymodiolus septemdierum thioautotrophic gill symbiont
SRR24442557	11	410330	S	              Calyptogena okutanii thioautotrophic gill symbiont
SRR24442557	13	186490	S	              Candidatus Baumannia cicadellinicola
SRR24442557	1092	644	S	                Aeromonas hydrophila
SRR24442557	577	652	S	                Aeromonas schubertii
SRR24442557	476	645	S	                Aeromonas salmonicida
SRR24442557	451	196024	S	                Aeromonas dhakensis
SRR24442557	448	2033032	S	                Aeromonas sp. CA23
SRR24442557	316	654	S	                Aeromonas veronii
SRR24442557	208	651	S	                Aeromonas media
SRR24442557	190	648	S	                Aeromonas caviae
SRR24442557	131	948519	S	                Aeromonas rivipollensis
SRR24442557	100	2033033	S	                Aeromonas sp. CU5
SRR24442557	51	1636609	S	                Aeromonas sp. ASNIH4
SRR24442557	40	1758179	S	                Aeromonas sp. ASNIH5
SRR24442557	29	558964	S	                Aeromonas aquatica
SRR24442557	24	1636608	S	                Aeromonas sp. ASNIH3
SRR24442557	18	1920107	S	                Aeromonas sp. ASNIH7
SRR24442557	13	1636607	S	                Aeromonas sp. ASNIH2
SRR24442557	10	1636606	S	                Aeromonas sp. ASNIH1
SRR24442557	1539	347534	S	                Zobellella denitrificans
SRR24442557	889	511062	S	                Oceanimonas sp. GK1
SRR24442557	87	1416627	S	                Oceanisphaera profunda
SRR24442557	34	1903694	S	                Oceanisphaera avium
SRR24442557	50	43948	S	                Tolumonas auensis
SRR24442557	3500	414	S	                Methylococcus capsulatus
SRR24442557	661	421	S	                Methylomonas methanica
SRR24442557	369	1727196	S	                Methylomonas sp. DH-1
SRR24442557	295	1538553	S	                Methylomonas denitrificans
SRR24442557	226	702114	S	                Methylomonas koyamae
SRR24442557	997	39775	S	                Methylomicrobium album
SRR24442557	234	271065	S	                Methylomicrobium alcaliphilum
SRR24442557	865	1432792	S	                Methylocaldum marinum
SRR24442557	486	1704499	S	                Methylovulum psychrotolerans
SRR24442557	691	696485	S	                  Vibrio owensii
SRR24442557	680	670	S	                  Vibrio parahaemolyticus
SRR24442557	461	680	S	                  Vibrio campbellii
SRR24442557	287	663	S	                  Vibrio alginolyticus
SRR24442557	253	669	S	                  Vibrio harveyi
SRR24442557	87	691	S	                  Vibrio natriegens
SRR24442557	43	50719	S	                    Vibrio diabolicus
SRR24442557	12	150340	S	                    Vibrio antiquarius
SRR24442557	47	766224	S	                  Vibrio jasicida
SRR24442557	46	512649	S	                  Vibrio azureus
SRR24442557	27	190895	S	                  Vibrio rotiferianus
SRR24442557	608	672	S	                Vibrio vulnificus
SRR24442557	454	45658	S	                Vibrio scophthalmi
SRR24442557	410	29494	S	                Vibrio furnissii
SRR24442557	313	666	S	                Vibrio cholerae
SRR24442557	245	676	S	                Vibrio fluvialis
SRR24442557	219	674	S	                Vibrio mimicus
SRR24442557	199	29498	S	                  Vibrio tubiashii
SRR24442557	177	190893	S	                Vibrio coralliilyticus
SRR24442557	159	2014742	S	                Vibrio sp. 2521-89
SRR24442557	101	1116375	S	                Vibrio sp. EJY3
SRR24442557	99	28173	S	                Vibrio nigripulchritudo
SRR24442557	89	55601	S	                Vibrio anguillarum
SRR24442557	78	553239	S	                Vibrio breoganii
SRR24442557	65	76258	S	                Vibrio rumoiensis
SRR24442557	58	52443	S	                Vibrio tapetis
SRR24442557	55	62153	S	                Vibrio shilonii
SRR24442557	50	687	S	                Vibrio gazogenes
SRR24442557	49	673372	S	                Vibrio casei
SRR24442557	48	1435069	S	                Vibrio tritonius
SRR24442557	41	212663	S	                Vibrio tasmaniensis
SRR24442557	33	1534743	S	                Vibrio hyugaensis
SRR24442557	26	2163016	S	                Vibrio sp. dhg
SRR24442557	16	29497	S	                Vibrio splendidus
SRR24442557	8	2025808	S	                Vibrio qinghaiensis
SRR24442557	318	1295392	S	                Photobacterium gaetbulicola
SRR24442557	118	74109	S	                Photobacterium profundum
SRR24442557	117	38293	S	                Photobacterium damselae
SRR24442557	82	668	S	                Aliivibrio fischeri
SRR24442557	47	80852	S	                Aliivibrio wodanis
SRR24442557	32	40269	S	                Aliivibrio salmonicida
SRR24442557	113	673	S	                Grimontia hollisae
SRR24442557	29	1755811	S	                Paraphotobacterium marinum
SRR24442557	8	1927128	S	                Candidatus Enterovibrio luxaltus
SRR24442557	4101	573570	S	                Francisella sp. TX077310
SRR24442557	168	28110	S	                Francisella philomiragia
SRR24442557	120	263	S	                Francisella tularensis
SRR24442557	96	549298	S	                Francisella halioticida
SRR24442557	61	573569	S	                Francisella sp. TX077308
SRR24442557	49	2007306	S	                Francisella sp. FDC440
SRR24442557	44	1542390	S	                Francisella sp. CA97-1460
SRR24442557	25	954	S	                Francisella persica
SRR24442557	24	1547445	S	                Francisella sp. FSC1006
SRR24442557	14	622488	S	                Francisella hispaniensis
SRR24442557	8	657445	S	                Francisella noatunensis
SRR24442557	15	594679	S	                Allofrancisella guangzhouensis
SRR24442557	913	754477	S	                Methylophaga frappieri
SRR24442557	429	754476	S	                Methylophaga nitratireducenticrescens
SRR24442557	245	147268	S	                Thiomicrospira cyclica
SRR24442557	58	92245	S	                Thiomicrospira aerophila
SRR24442557	32	728003	S	                Cycloclasticus sp. PY97N
SRR24442557	13	385025	S	                Cycloclasticus sp. P1
SRR24442557	7	1329899	S	                Cycloclasticus zancles
SRR24442557	162	1238	S	                Piscirickettsia salmonis
SRR24442557	59	39765	S	                Hydrogenovibrio crunogenus
SRR24442557	114	40754	S	                Thioploca ingrica
SRR24442557	79	288004	S	                Beggiatoa leptomitoformis
SRR24442557	2955	1675686	S	                Sulfurifustis variabilis
SRR24442557	2477	1620215	S	                Sulfuricaulis limicola
SRR24442557	966	1281578	S	                Acidiferrobacter sp. SPIII_3
SRR24442557	2903	2303331	S	                Solimonas sp. K1W22B-7
SRR24442557	1915	465721	S	                Steroidobacter denitrificans
SRR24442557	2830	1810504	S	                Immundisolibacter cernigliae
SRR24442557	128	446	S	                Legionella pneumophila
SRR24442557	52	452	S	                Legionella spiritensis
SRR24442557	46	29423	S	                Legionella oakridgensis
SRR24442557	41	28082	S	                Legionella anisa
SRR24442557	28	2005262	S	                Legionella endosymbiont of Polyplax serrata
SRR24442557	24	449	S	                Legionella hackeliae
SRR24442557	24	96230	S	                Legionella fallonii
SRR24442557	22	450	S	                Legionella longbeachae
SRR24442557	21	66969	S	                Legionella waltersii
