contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k39_6232	1099	4.01686	4.01686	1.63896
k39_25983	1763	3.80843	3.80843	1.63759
k39_84517	1024	2.52174	2.52174	0.749239
k39_25987	1388	7.49677	7.49677	7.96076
k39_65134	5020	8.79322	8.79322	8.46359
k39_65142	1720	4.96688	4.96688	4.86954
k39_84559	1545	3.93477	3.93477	2.4197
k39_143570	1998	7.5579	7.5579	5.66096
k39_6291	1177	3.08958	3.08958	0.703466
k39_143585	7632	8.12296	8.12296	11.7279
k39_84594	1785	4.49602	4.49602	3.76911
k39_123963	1033	4.5504	4.5504	3.21602
k39_65210	1167	4.19666	4.19666	2.79987
k39_104506	1832	4.22652	4.22652	3.23657
k39_65227	2585	6.29938	6.29938	4.66178
k39_6385	1029	2.93402	2.93402	1.00018
k39_124004	3313	3.56434	3.56434	1.30409
k39_6401	1716	3.20434	3.20434	1.41124
k39_104565	1841	3.43643	3.43643	2.44611
k39_45397	1787	4.05681	4.05681	3.73824
k39_65280	1186	2.15058	2.15058	0.798556
k39_26163	3240	8.17217	8.17217	6.61649
k39_143686	2623	4.84917	4.84917	4.97928
k39_6448	1958	6.84071	6.84071	11.9282
k39_84711	1144	3.6006	3.6006	0.65704
k39_6463	1246	2.60219	2.60219	0.913745
k39_124065	1198	2.66698	2.66698	0.757189
k39_65325	1715	3.66134	3.66134	1.78677
k39_143710	1265	2.82332	2.82332	0.987601
k39_45444	2620	8.84413	8.84413	8.48883
k39_124073	1768	3.80779	3.80779	1.78183
k39_65336	1073	3.84074	3.84074	5.9952
k39_65343	1021	3.062	3.062	1.2904
k39_26228	5472	4.87242	4.87242	3.61443
k39_45475	1727	5.70323	5.70323	2.90554
k39_124109	1096	3.49154	3.49154	2.11262
k39_45490	1079	2.58881	2.58881	0.802713
k39_143762	1084	3.53747	3.53747	1.23492
k39_124123	2647	3.45575	3.45575	2.50454
k39_65401	2803	4.049	4.049	4.57149
k39_143781	1036	3.22348	3.22348	1.36017
k39_6558	1036	2.42551	2.42551	0.827769
k39_65407	1260	3.26577	3.26577	2.22776
k39_26282	1071	4.91531	4.91531	4.67109
k39_45530	1041	3.60494	3.60494	1.92915
k39_45532	1711	9.02178	9.02178	11.138
k39_65426	1342	2.61997	2.61997	0.991469
k39_6572	2835	5.45214	5.45214	3.60997
k39_143831	1129	2.85087	2.85087	1.20064
k39_124206	1214	3.04417	3.04417	0.967946
k39_143834	1492	4.94262	4.94262	6.01239
k39_124213	1652	5.89414	5.89414	5.44049
k39_143852	1184	7.49516	7.49516	4.95304
k39_45567	3902	3.64126	3.64126	3.00059
k39_84904	5105	7.42139	7.42139	12.202
k39_104744	7072	6.9204	6.9204	5.36898
k39_124220	1005	2.90409	2.90409	2.28587
k39_65482	1337	2.5754	2.5754	0.922439
k39_104759	4443	7.34801	7.34801	8.50975
k39_104761	1419	4.15445	4.15445	4.10859
k39_6662	1172	5.35714	5.35714	4.24351
k39_84927	1039	3.10799	3.10799	1.23158
k39_65499	1606	3.79739	3.79739	2.83384
k39_124250	1534	3.27529	3.27529	1.39703
k39_104770	1559	4.43364	4.43364	2.60798
k39_26401	1066	2.94214	2.94214	1.46002
k39_45629	2422	4.27289	4.27289	5.3804
k39_26404	2885	3.83108	3.83108	2.10532
k39_143908	6264	6.50343	6.50343	7.67988
k39_84969	5313	5.15282	5.15282	4.886
k39_65548	1054	2.35619	2.35619	1.03578
k39_124314	1018	2.3606	2.3606	1.8502
k39_104811	14249	7.24988	7.24988	7.88113
k39_6753	1160	4.24951	4.24951	2.05662
k39_143944	1725	4.04508	4.04508	2.05832
k39_85016	1281	3.66401	3.66401	1.6941
k39_65592	1262	5.45324	5.45324	3.42715
k39_124394	1330	4.37542	4.37542	3.55784
k39_104853	2638	4.03014	4.03014	3.22584
k39_26503	3644	7.98054	7.98054	11.3983
k39_65668	1276	4.76643	4.76643	3.63161
k39_6870	1370	3.06393	3.06393	1.26251
k39_6885	1741	3.53174	3.53174	2.87806
k39_144086	1426	4.02821	4.02821	4.21414
k39_45789	3703	7.23079	7.23079	8.71426
k39_104931	2592	5.07043	5.07043	5.09787
k39_45835	1445	3.44788	3.44788	1.05892
k39_104943	1128	5.90798	5.90798	6.0693
k39_6936	1300	2.90174	2.90174	0.868487
k39_104962	4046	6.77952	6.77952	7.05307
k39_85213	1684	4.37093	4.37093	3.13237
k39_85216	1963	7.76227	7.76227	6.51577
k39_104979	1886	4.70392	4.70392	2.32614
k39_144159	1228	3.38776	3.38776	3.33512
k39_26654	2427	3.09223	3.09223	2.79198
k39_144169	1673	4.0847	4.0847	5.17491
k39_85233	3612	7.16436	7.16436	8.25237
k39_26666	1176	4.50877	4.50877	3.77015
k39_65768	1243	4.04941	4.04941	1.6807
k39_85237	2070	3.63958	3.63958	3.20413
k39_105036	2692	8.96853	8.96853	9.74715
k39_105038	1988	4.3444	4.3444	2.64836
k39_45921	1350	3.21833	3.21833	1.41851
k39_105046	4942	5.37166	5.37166	6.04241
k39_45923	1709	8.12765	8.12765	6.34252
k39_7067	1010	3.4186	3.4186	2.32515
k39_26729	1486	3.50599	3.50599	0.876356
k39_7068	1665	4.69043	4.69043	3.70795
k39_85311	1099	5.16228	5.16228	2.63818
k39_105064	1287	2.37291	2.37291	1.40305
k39_26753	1040	2.7	2.7	0.9279
k39_65850	1440	3.74031	3.74031	1.48642
k39_45965	1093	2.74337	2.74337	1.66232
k39_144274	1917	8.87493	8.87493	12.9612
k39_85347	1476	2.32881	2.32881	0.645007
k39_124696	1945	3.56267	3.56267	2.27966
k39_45991	2303	7.59266	7.59266	5.05469
k39_105108	1831	3.49375	3.49375	2.90128
k39_124712	1060	3.77253	3.77253	3.07358
k39_124716	3799	5.44451	5.44451	4.52769
k39_105123	1166	2.28839	2.28839	1.23004
k39_124728	1564	5.06294	5.06294	3.94435
k39_124738	2157	5.76682	5.76682	3.63747
k39_144340	2945	4.78318	4.78318	4.47545
k39_124745	1405	9.73785	9.73785	8.42963
k39_144342	1145	4.60603	4.60603	4.06394
k39_85432	1300	3.21913	3.21913	1.44193
k39_7180	1512	4.04479	4.04479	5.79008
k39_124761	1358	4.31291	4.31291	5.2011
k39_144354	4988	8.92208	8.92208	6.07725
k39_7200	3840	7.80081	7.80081	5.23502
k39_26848	1676	3.72346	3.72346	2.18576
k39_26850	1109	2.99166	2.99166	1.42582
k39_144368	1036	2.90068	2.90068	1.08165
k39_124774	3729	6.58871	6.58871	6.07673
k39_85461	1156	3.37773	3.37773	2.30891
k39_144390	1427	4.14879	4.14879	1.70669
k39_26875	1567	4.12562	4.12562	1.38957
k39_46092	1170	3.89706	3.89706	2.77349
k39_26900	1177	2.67965	2.67965	1.23353
k39_105229	1210	3.53396	3.53396	1.30479
k39_26906	1174	2.50879	2.50879	0.885548
k39_124831	1028	4.03303	4.03303	1.48693
k39_66048	1483	4.11553	4.11553	6.1293
k39_124868	1874	3.65371	3.65371	1.63683
k39_46153	1157	3.29394	3.29394	3.01094
k39_144482	1160	2.7396	2.7396	1.53668
k39_144492	1237	11.218	11.218	10.6439
k39_26999	1207	4.95175	4.95175	2.95695
k39_124916	1104	3.78721	3.78721	2.93157
k39_105315	1219	2.73714	2.73714	1.25761
k39_144534	1762	4.50931	4.50931	3.65412
k39_66136	1298	2.66463	2.66463	0.510795
k39_144554	1911	3.63316	3.63316	1.9233
k39_27052	6204	7.69805	7.69805	9.62079
k39_7411	13264	8.05544	8.05544	7.73707
k39_27083	1928	7.04949	7.04949	5.56988
k39_46246	30746	8.50474	8.50474	10.0301
k39_105381	1098	2.22363	2.22363	0.501153
k39_7469	1063	2.71194	2.71194	1.11101
k39_7470	1058	2.68943	2.68943	1.3235
k39_105399	1002	3.84624	3.84624	2.87057
k39_27126	3461	3.29387	3.29387	1.64808
k39_46273	1028	2.67084	2.67084	1.00328
k39_125040	3059	4.77827	4.77827	3.34862
k39_125044	1678	4.22709	4.22709	5.08854
k39_105439	1081	4.23953	4.23953	3.39955
k39_125049	2201	6.89127	6.89127	10.5896
k39_7507	1296	3.37173	3.37173	1.14031
k39_7520	1349	7.27106	7.27106	3.81041
k39_125075	1669	3.62673	3.62673	2.40143
k39_27167	1481	3.79113	3.79113	2.37895
k39_46313	1372	5.24223	5.24223	4.91589
k39_66296	4523	10.2241	10.2241	8.94703
k39_66304	1142	2.20363	2.20363	0.561926
k39_85780	1412	4.47385	4.47385	5.02671
k39_144734	2109	3.95865	3.95865	2.58612
k39_105510	3202	6.4905	6.4905	7.15721
k39_125127	1180	4.2767	4.2767	2.37138
k39_85814	1484	4.33058	4.33058	3.20422
k39_85824	1062	2.65022	2.65022	1.02242
k39_27240	3933	6.05102	6.05102	5.15099
k39_85831	1322	2.73891	2.73891	2.01714
k39_105559	1348	3.91068	3.91068	2.56594
k39_46418	8926	7.79569	7.79569	10.1241
k39_105572	1059	5.09351	5.09351	2.21042
k39_125173	1032	2.23016	2.23016	0.815299
k39_85859	1219	3.19551	3.19551	1.44956
k39_85869	3932	8.02776	8.02776	4.18312
k39_46451	1242	6.33333	6.33333	17.753
k39_105604	2436	3.1168	3.1168	1.45289
k39_46476	1239	3.29017	3.29017	1.7411
k39_7701	1457	3.52028	3.52028	1.00169
k39_105643	2637	7.83072	7.83072	4.66763
k39_125247	1257	2.68293	2.68293	1.03228
k39_105644	1179	3.59378	3.59378	1.72975
k39_27340	24426	8.4249	8.4249	9.13261
k39_85937	1287	2.7467	2.7467	0.812535
k39_7762	1397	3	3	2.33387
k39_7766	1192	4.54223	4.54223	6.96312
k39_46545	2851	6.14328	6.14328	6.0072
k39_144932	2016	3.62165	3.62165	2.29749
k39_85974	1347	3.07435	3.07435	2.26454
k39_66547	1548	3.25751	3.25751	1.40678
k39_7778	15913	7.44459	7.44459	7.36337
k39_105722	12545	8.00532	8.00532	9.97313
k39_86044	2408	4.48406	4.48406	2.00793
k39_105765	1089	4.44409	4.44409	2.46252
k39_7838	1215	3.65352	3.65352	2.70219
k39_66632	2004	8.56095	8.56095	4.23451
k39_66634	1115	2.9544	2.9544	1.39418
k39_105814	3332	4.34538	4.34538	2.84925
k39_27513	1014	3.88426	3.88426	1.91938
k39_27514	1132	3.24949	3.24949	2.28123
k39_7951	1176	3.56628	3.56628	1.29365
k39_145129	2456	8.28014	8.28014	9.12491
k39_125537	1443	3.72235	3.72235	1.98711
k39_125563	2874	6.56608	6.56608	6.57911
k39_125567	1428	7.18466	7.18466	5.21722
k39_27607	2522	3.59949	3.59949	1.08372
k39_125577	1281	4.18568	4.18568	2.12123
k39_27625	1314	3.81443	3.81443	2.04808
k39_105921	2926	2.91643	2.91643	2.43698
k39_46798	1159	3.48563	3.48563	1.22623
k39_105926	1911	4.23453	4.23453	3.89099
k39_46807	1553	3.20884	3.20884	2.14394
k39_8064	1189	3.46968	3.46968	2.93719
k39_105948	1290	2.97193	2.97193	1.5093
k39_105949	3723	8.53932	8.53932	7.24849
k39_86284	1154	3.92032	3.92032	1.40741
k39_125646	1039	2.54331	2.54331	1.80697
k39_8140	2275	4.28	4.28	2.1226
k39_86326	2265	6.51868	6.51868	6.66881
k39_27730	2657	5.53131	5.53131	3.13659
k39_66910	1342	6.0948	6.0948	5.10183
k39_66913	5868	10.0016	10.0016	11.5989
k39_66914	1394	4.05627	4.05627	4.07083
k39_125687	2103	4.0425	4.0425	3.17195
k39_27740	2147	2.96445	2.96445	1.67057
k39_125698	1009	3.40861	3.40861	1.14403
k39_145348	1298	4.12892	4.12892	1.4062
k39_125706	1049	3.64961	3.64961	3.47509
k39_86384	1635	3.74343	3.74343	2.91728
k39_27780	2221	4.58378	4.58378	5.57839
k39_86386	2078	6.72562	6.72562	3.44258
k39_86391	1009	2.40629	2.40629	0.675067
k39_46958	2422	3.35167	3.35167	1.7138
k39_46980	1078	4.4181	4.4181	3.10438
k39_8245	1064	3.93435	3.93435	2.58057
k39_8255	1298	3.2108	3.2108	1.50914
k39_86423	1109	3.79875	3.79875	1.57219
k39_27810	1201	4.73644	4.73644	4.77523
k39_66992	1290	5.20877	5.20877	4.13551
k39_27817	1767	4.1107	4.1107	3.29163
k39_86425	17564	7.52395	7.52395	11.2101
k39_8292	6394	7.4377	7.4377	7.58135
k39_47043	1221	3.65359	3.65359	2.20235
k39_8317	1040	3.2573	3.2573	2.11032
k39_106163	1184	3.9913	3.9913	3.11027
k39_67048	12108	9.25288	9.25288	9.96347
k39_125819	1935	4.72325	4.72325	3.37404
k39_86457	1020	2.97471	2.97471	1.51604
k39_8343	1350	4.37667	4.37667	2.32172
k39_27905	1761	3.54624	3.54624	2.02688
k39_8344	1112	2.08836	2.08836	0.829854
k39_27931	1323	3.36743	3.36743	2.39133
k39_27944	1015	3.37572	3.37572	1.20474
k39_86520	1058	4.76211	4.76211	2.77026
k39_47115	26384	7.56255	7.56255	7.84974
k39_67146	1722	4.8645	4.8645	4.49281
k39_106295	2527	4.04291	4.04291	3.15725
k39_145556	2237	5.59224	5.59224	6.76414
k39_125917	1096	3.27801	3.27801	1.28453
k39_28003	1550	4.52714	4.52714	4.40956
k39_145575	1458	3.97936	3.97936	2.15948
k39_86564	1422	8.18711	8.18711	7.9036
k39_106309	23591	8.51879	8.51879	10.5395
k39_106310	2416	4.55384	4.55384	3.61586
k39_145616	4464	8.11799	8.11799	6.54698
k39_28025	23478	7.79377	7.79377	8.59273
k39_125977	1010	3.65116	3.65116	1.96199
k39_8502	2059	3.69565	3.69565	2.02
k39_28039	1452	4.69508	4.69508	2.6533
k39_106333	1648	3.33111	3.33111	1.21694
k39_86601	2026	3.35075	3.35075	2.86357
k39_28041	1031	4.99205	4.99205	2.08743
k39_86612	1043	3.29003	3.29003	2.37878
k39_86615	4398	8.21045	8.21045	7.60203
k39_47223	1346	2.98997	2.98997	1.74216
k39_145654	1416	3.22907	3.22907	1.5807
k39_67266	1117	2.90072	2.90072	1.66094
k39_145659	6740	8.64507	8.64507	7.20118
k39_8539	1569	4.82452	4.82452	3.64269
k39_28087	4395	8.17527	8.17527	9.14447
k39_47259	4009	3.52423	3.52423	2.48483
k39_126063	1913	4.11061	4.11061	3.40829
k39_145680	1107	5.57262	5.57262	3.88723
k39_67305	8959	9.04711	9.04711	13.5879
k39_67316	1045	3.00335	3.00335	1.14204
k39_47291	1051	4.15205	4.15205	0.986855
k39_106416	1871	2.89599	2.89599	1.32581
k39_67323	1244	4.04845	4.04845	1.86132
k39_67332	7259	7.74525	7.74525	7.6079
k39_126120	3463	6.81437	6.81437	4.95796
k39_126132	1497	3.40757	3.40757	2.86274
k39_145780	1332	3.08629	3.08629	2.42269
k39_67376	1203	3.66192	3.66192	1.54147
k39_126145	1619	3.9789	3.9789	4.27271
k39_28156	7041	8.42519	8.42519	9.27379
k39_67381	4946	7.60759	7.60759	7.44481
k39_145798	1064	3.70241	3.70241	2.3385
k39_106508	1038	3.97523	3.97523	5.04787
k39_67397	3025	4.55061	4.55061	2.72629
k39_8689	1361	3.85797	3.85797	2.2327
k39_28186	1093	4.53022	4.53022	3.05193
k39_86795	1458	7.27217	7.27217	8.68483
k39_106551	1038	3.57658	3.57658	2.54881
k39_47420	1334	3.03125	3.03125	1.3456
k39_28223	4812	5.03732	5.03732	4.93439
k39_47428	2026	2.8774	2.8774	1.51137
k39_47446	1621	4.59279	4.59279	2.75584
k39_106589	2161	3.181	3.181	1.53836
k39_67463	16627	8.6872	8.6872	9.6095
k39_106596	1098	5.27637	5.27637	3.34912
k39_28272	2000	4.30649	4.30649	5.28897
k39_28280	1095	2.66032	2.66032	1.41734
k39_86885	1973	2.63796	2.63796	1.4166
k39_67501	1512	4.62408	4.62408	3.73807
k39_106646	3332	6.14582	6.14582	5.3701
k39_145952	1015	4.18497	4.18497	3.60464
k39_67562	1538	4.14265	4.14265	3.80082
k39_47524	9701	7.22521	7.22521	9.34971
k39_8903	2742	5.74537	5.74537	4.67229
k39_28383	1002	3.38498	3.38498	1.35103
k39_8935	3427	7.86176	7.86176	7.48611
k39_87031	1222	2.82743	2.82743	0.774114
k39_126431	1057	3.30981	3.30981	1.56947
k39_8982	1439	3.34523	3.34523	2.17806
k39_47638	1020	4.53793	4.53793	3.52389
k39_87088	1001	2.40658	2.40658	1.16861
k39_126458	7905	7.81625	7.81625	10.913
k39_9014	3431	7.91893	7.91893	10.6497
k39_9021	4622	4.18292	4.18292	4.28988
k39_9029	1035	4.1435	4.1435	3.09136
k39_87116	1975	5.23014	5.23014	4.39327
k39_67736	2968	3.23882	3.23882	1.44704
k39_106853	1270	2.87857	2.87857	0.912866
k39_67744	1390	3.01371	3.01371	1.09182
k39_9070	2525	3.976	3.976	2.93664
k39_146155	1027	2.41847	2.41847	0.68883
k39_146159	1072	4.16269	4.16269	3.12876
k39_106912	1167	3.00885	3.00885	1.68005
k39_47737	2223	9.05644	9.05644	6.5745
k39_87160	2273	5.03674	5.03674	4.93082
k39_146195	1030	2.92841	2.92841	0.526155
k39_146199	2271	4.85007	4.85007	4.28695
k39_67799	1628	9.41813	9.41813	7.78576
k39_106931	1200	3.63905	3.63905	1.55405
k39_106937	1340	2.77563	2.77563	1.60056
k39_87170	6072	5.63982	5.63982	4.67904
k39_87194	1859	4.06085	4.06085	5.31245
k39_146239	2521	4.01729	4.01729	2.20602
k39_67853	1380	6.50081	6.50081	4.45687
k39_9198	1374	3.53595	3.53595	3.41983
k39_146280	1054	4.34624	4.34624	1.65296
k39_126622	1223	4.36813	4.36813	3.67125
k39_146319	1060	3.87253	3.87253	4.24776
k39_126649	1544	3.23386	3.23386	1.53034
k39_28700	1385	4.26883	4.26883	2.4366
k39_67909	7011	8.57091	8.57091	10.4296
k39_107074	1049	3.3871	3.3871	1.48029
k39_87293	1056	4.09934	4.09934	1.45532
k39_67927	1180	3.3534	3.3534	3.19087
k39_87319	1155	3.45572	3.45572	2.38573
k39_126681	1894	2.84748	2.84748	1.16434
k39_9280	1032	3.7551	3.7551	0.920665
k39_28768	1008	3.17483	3.17483	1.71269
k39_107118	1177	6.61636	6.61636	4.98911
k39_67962	1079	3.90205	3.90205	1.86432
k39_146412	1342	4.75839	4.75839	3.60741
k39_67984	1313	2.70163	2.70163	0.984046
k39_28828	1515	4.00733	4.00733	2.29318
k39_107163	3191	3.6613	3.6613	2.99444
k39_126749	1457	3.60291	3.60291	1.19825
k39_87401	1029	2.84073	2.84073	0.689866
k39_107176	9994	7.39882	7.39882	8.35872
k39_9410	1614	5.39344	5.39344	5.12058
k39_87425	1159	3.33499	3.33499	3.64958
k39_68062	2035	5.66366	5.66366	4.98978
k39_87434	1701	6.32044	6.32044	7.06047
k39_146513	1208	5.66352	5.66352	7.02383
k39_68082	1361	2.62593	2.62593	1.4426
k39_48036	4298	8.76591	8.76591	8.93213
k39_107227	2190	4.15686	4.15686	3.37603
k39_48044	2058	3.89937	3.89937	4.6632
k39_28907	1666	3.50923	3.50923	2.49959
k39_87457	1011	2.83624	2.83624	0.765008
k39_68101	2463	7.03761	7.03761	5.14947
k39_87478	1367	4.55546	4.55546	1.24549
k39_146570	2496	7.64749	7.64749	8.33935
k39_68154	1032	2.9195	2.9195	1.63823
k39_68162	1266	3.90591	3.90591	1.43778
k39_87551	1141	3.43189	3.43189	1.94662
k39_126887	3445	6.96267	6.96267	9.78151
k39_68170	1267	3.98389	3.98389	3.3474
k39_48127	1536	3.20346	3.20346	2.69214
k39_87573	1686	3.54688	3.54688	1.92614
k39_146621	1496	4.65082	4.65082	5.25047
k39_68204	2463	7.86641	7.86641	6.68932
k39_48165	1266	3.03047	3.03047	3.25826
k39_68208	1542	4.45546	4.45546	3.72772
k39_107371	1703	3.085	3.085	1.67318
k39_9588	1332	3.45431	3.45431	1.95852
k39_126938	2095	4.28895	4.28895	2.95968
k39_107380	1409	5.23749	5.23749	5.09857
k39_68236	1347	3.17377	3.17377	1.43968
k39_146662	1274	3.43416	3.43416	1.76503
k39_29083	1369	2.37162	2.37162	0.867535
k39_48244	1307	3.87986	3.87986	1.93971
k39_107435	1607	7.05971	7.05971	8.73338
k39_87681	1089	2.92971	2.92971	1.95666
k39_9693	1875	3.09739	3.09739	1.91397
k39_48286	1055	2.49392	2.49392	2.41395
k39_107496	1229	3.1835	3.1835	1.24273
k39_127072	1085	4.73262	4.73262	3.26888
k39_107502	1174	4.07715	4.07715	1.69006
k39_9730	2487	3.15918	3.15918	1.97127
k39_9766	4082	7.90743	7.90743	10.2662
k39_107560	1046	3.56138	3.56138	1.61858
k39_68417	1133	3.23805	3.23805	1.6113
k39_48362	1328	4.21732	4.21732	2.0003
k39_9792	1634	3.18329	3.18329	1.7506
k39_87791	1400	2.904	2.904	1.05242
k39_68464	1168	4.62083	4.62083	2.39886
k39_107621	1106	3.99059	3.99059	3.27005
k39_146909	1607	4.27179	4.27179	3.05522
k39_9840	1105	6.9801	6.9801	6.55202
k39_127201	1257	4.47064	4.47064	2.55679
k39_48464	1074	3.4816	3.4816	1.74072
k39_9862	10875	7.0607	7.0607	6.28799
k39_107649	1180	3.34175	3.34175	0.967648
k39_68522	1087	4.49413	4.49413	2.29724
k39_68526	2382	3.27375	3.27375	2.15047
k39_48497	1354	2.76163	2.76163	0.926504
k39_127204	11929	7.70405	7.70405	8.47565
k39_146953	1103	3.766	3.766	0.687831
k39_87892	1570	2.78028	2.78028	1.47811
k39_87903	1008	3.91725	3.91725	2.083
k39_68580	2854	6.84578	6.84578	5.30104
k39_29381	1752	3.72347	3.72347	1.94285
k39_127292	1799	9.25894	9.25894	9.88134
k39_9997	1608	4.22634	4.22634	2.06955
k39_68675	1124	3.60575	3.60575	2.0068
k39_29461	1035	4.0339	4.0339	2.19568
k39_68711	1122	2.7572	2.7572	1.88332
k39_10071	1729	2.80621	2.80621	1.10058
k39_88037	7396	8.73392	8.73392	9.28137
k39_107840	1353	2.68495	2.68495	0.821627
k39_147094	1536	3.87374	3.87374	1.72484
k39_88048	2476	5.02795	5.02795	3.12138
k39_10083	9127	6.84115	6.84115	5.62216
k39_127415	1446	3.74614	3.74614	2.87373
k39_107872	1201	2.6784	2.6784	0.805048
k39_127424	1005	3.29942	3.29942	2.58004
k39_88067	1016	3.64319	3.64319	1.45289
k39_29556	1364	3.51812	3.51812	2.00255
k39_29585	1802	4.6253	4.6253	2.62213
k39_88115	1168	4.4224	4.4224	3.95713
k39_107939	1772	5.02035	5.02035	3.58568
k39_107989	2834	6.81483	6.81483	9.80656
k39_48799	1792	4.92448	4.92448	3.77369
k39_108013	1069	3.82372	3.82372	2.68782
k39_29695	1390	4.12581	4.12581	1.84533
k39_147299	2312	7.7308	7.7308	6.10427
k39_10258	1175	3.55024	3.55024	2.39811
k39_48864	6281	6.0628	6.0628	4.63211
k39_108068	2490	3.82393	3.82393	2.37343
k39_68978	2818	8.46664	8.46664	4.43272
k39_108084	1213	5.254	5.254	5.5023
k39_29767	7843	7.67555	7.67555	7.37285
k39_88313	1274	5.04448	5.04448	3.19483
k39_68997	1334	2.95017	2.95017	0.79634
k39_69003	1977	4.71155	4.71155	2.30286
k39_108116	2053	3.20336	3.20336	1.18733
k39_10341	2279	3.4542	3.4542	2.85421
k39_48966	1024	2.37986	2.37986	1.07203
k39_108160	1071	4.9772	4.9772	3.70057
k39_69083	1824	3.86679	3.86679	3.03126
k39_147450	1113	4.50467	4.50467	5.14629
k39_88412	1565	4.37244	4.37244	5.42628
k39_88426	1300	3.99652	3.99652	4.13057
k39_88430	1547	3.12813	3.12813	1.43271
k39_29881	1528	3.20972	3.20972	2.35029
k39_127787	7450	5.48027	5.48027	4.51458
k39_127788	1183	3.39981	3.39981	1.5929
k39_127791	1031	2.42452	2.42452	1.24912
k39_108237	1527	3.36964	3.36964	1.71866
k39_29919	2160	5.81493	5.81493	5.46494
k39_108248	2036	8.68028	8.68028	8.73112
k39_49119	1182	3.31492	3.31492	1.08502
k39_127821	5307	7.17025	7.17025	5.04559
k39_147562	1903	2.89675	2.89675	1.4511
k39_88502	1085	2.02781	2.02781	1.01421
k39_10484	3167	5.14915	5.14915	5.64088
k39_127870	4355	8.46992	8.46992	11.1816
k39_147605	1344	2.18007	2.18007	0.630582
k39_49171	1112	2.90644	2.90644	0.852837
k39_108343	1261	4.67507	4.67507	3.75468
k39_127912	1613	4.92139	4.92139	3.15048
k39_127917	1177	2.79163	2.79163	1.42634
k39_69280	1303	3.34866	3.34866	1.34881
k39_127919	5505	8.33035	8.33035	9.29672
k39_147681	2411	3.13268	3.13268	2.14786
k39_127942	1475	3.59321	3.59321	1.51793
k39_69303	1216	2.75985	2.75985	0.839929
k39_69310	3480	5.23634	5.23634	4.33783
k39_30089	1045	3.65363	3.65363	1.62934
k39_147720	1063	3.60022	3.60022	2.33231
k39_69343	1380	4.74309	4.74309	3.3839
k39_128010	1244	2.92596	2.92596	1.88381
k39_147755	1167	3.02163	3.02163	1.14126
k39_88742	2785	3.70664	3.70664	1.53536
k39_10666	1024	4.25858	4.25858	1.60775
k39_30184	1073	2.96641	2.96641	1.11925
k39_108505	1180	3.77379	3.77379	3.02071
k39_10677	1088	6.11514	6.11514	3.49582
k39_128068	1425	3.00863	3.00863	1.89711
k39_69429	1047	3.27648	3.27648	1.41901
k39_147846	1101	4.04732	4.04732	1.35461
k39_10718	1020	3.70345	3.70345	1.59205
k39_108572	1270	6.81339	6.81339	1.90528
k39_128139	1082	2.81009	2.81009	0.744777
k39_147912	1009	3.11874	3.11874	1.99055
k39_88887	1616	3.33902	3.33902	1.94712
k39_88889	2394	2.96212	2.96212	2.38424
k39_10792	1962	3.4404	3.4404	2.85726
k39_147932	1007	3.69662	3.69662	1.9943
k39_88895	1223	5.58062	5.58062	8.80896
k39_30314	1905	4.24672	4.24672	2.02631
k39_147940	1241	2.90742	2.90742	1.4694
k39_10822	2168	7.61199	7.61199	5.58219
k39_10842	1060	3.04725	3.04725	2.5225
k39_69582	2108	3.24208	3.24208	2.34506
k39_128260	16565	8.48955	8.48955	8.85139
k39_147993	2326	4.07858	4.07858	4.3758
k39_88957	2106	3.2684	3.2684	1.70439
k39_69646	1034	2.90724	2.90724	1.37983
k39_10908	1045	2.67374	2.67374	2.04333
k39_108762	1100	10.4916	10.4916	11.4198
k39_128292	2247	3.33095	3.33095	1.80836
k39_88980	1658	3.35013	3.35013	1.67027
k39_30436	1514	2.79765	2.79765	1.2679
k39_148021	1174	2.70996	2.70996	1.22859
k39_128310	2048	9.69442	9.69442	8.78482
k39_69698	5118	8.54428	8.54428	8.04316
k39_89027	1477	8.39111	8.39111	2.75567
k39_89035	2490	7.30214	7.30214	4.19299
k39_89044	1354	5.86877	5.86877	2.78082
k39_49619	1282	2.83127	2.83127	1.77434
k39_30533	1232	3.10906	3.10906	2.47098
k39_108871	1176	3.79825	3.79825	1.59145
k39_148114	1048	2.54566	2.54566	1.392
k39_148124	1026	2.93037	2.93037	1.37914
k39_148129	1004	5.9918	5.9918	2.94131
k39_108897	2775	6.30438	6.30438	6.21717
k39_89115	1042	7.75448	7.75448	4.50194
k39_30578	1951	3.35036	3.35036	1.94551
k39_49686	1026	3.53767	3.53767	1.07401
k39_49691	1096	2.51586	2.51586	1.1008
k39_128463	2237	3.7403	3.7403	1.58258
k39_89140	1283	5.94351	5.94351	6.9756
k39_108936	1157	3.52731	3.52731	1.82405
k39_89150	1003	2.19812	2.19812	0.684877
k39_49716	10179	8.02662	8.02662	6.9669
k39_69876	4616	5.1386	5.1386	3.95337
k39_89181	1385	6.73036	6.73036	3.42563
k39_128548	1382	4.44643	4.44643	1.28713
k39_30689	1679	4.4225	4.4225	2.14729
k39_128567	5964	7.66684	7.66684	4.79887
k39_69950	1023	2.08018	2.08018	0.390355
k39_11257	1313	2.93551	2.93551	1.63352
k39_109085	1051	2.41731	2.41731	1.44565
k39_49823	1063	3.30011	3.30011	1.12037
